DB00001,Lepirudin,BiotechDrug,P00734,Prothrombin
DB00081,Tositumomab,BiotechDrug,P12314,High affinity immunoglobulin gamma Fc receptor I
DB00081,Tositumomab,BiotechDrug,P12318,Low affinity immunoglobulin gamma Fc region receptor II-a
DB00081,Tositumomab,BiotechDrug,P31994,Low affinity immunoglobulin gamma Fc region receptor II-b
DB00081,Tositumomab,BiotechDrug,P31995,Low affinity immunoglobulin gamma Fc region receptor II-c
DB00082,Pegvisomant,BiotechDrug,P10912,Growth hormone receptor
DB00083,Botulinum Toxin Type A,BiotechDrug,P60880,Synaptosomal-associated protein 25
DB00083,Botulinum Toxin Type A,BiotechDrug,P62745,Rho-related GTP-binding protein RhoB
DB00086,Streptokinase,BiotechDrug,P00747,Plasminogen
DB00086,Streptokinase,BiotechDrug,P25116,Proteinase-activated receptor 1
DB00087,Alemtuzumab,BiotechDrug,P31358,CAMPATH-1 antigen
DB00087,Alemtuzumab,BiotechDrug,O75015,Low affinity immunoglobulin gamma Fc region receptor III-B
DB00087,Alemtuzumab,BiotechDrug,P00736,Complement C1r subcomponent
DB00087,Alemtuzumab,BiotechDrug,P02745,Complement C1q subcomponent subunit A
DB00087,Alemtuzumab,BiotechDrug,P02746,Complement C1q subcomponent subunit B
DB00087,Alemtuzumab,BiotechDrug,P02747,Complement C1q subcomponent subunit C
DB00087,Alemtuzumab,BiotechDrug,P08637,Low affinity immunoglobulin gamma Fc region receptor III-A
DB00087,Alemtuzumab,BiotechDrug,P12314,High affinity immunoglobulin gamma Fc receptor I
DB00087,Alemtuzumab,BiotechDrug,P12318,Low affinity immunoglobulin gamma Fc region receptor II-a
DB00087,Alemtuzumab,BiotechDrug,P31994,Low affinity immunoglobulin gamma Fc region receptor II-b
DB00087,Alemtuzumab,BiotechDrug,P31995,Low affinity immunoglobulin gamma Fc region receptor II-c
DB00089,Capromab,BiotechDrug,Q04609,Glutamate carboxypeptidase 2
DB00091,Cyclosporine,SmallMoleculeDrug,P49069,Calcium signal-modulating cyclophilin ligand
DB00091,Cyclosporine,SmallMoleculeDrug,Q96LZ3,Calcineurin subunit B type 2
DB00091,Cyclosporine,SmallMoleculeDrug,P62937,Peptidyl-prolyl cis-trans isomerase A
DB00091,Cyclosporine,SmallMoleculeDrug,P30405,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial"
DB00092,Alefacept,BiotechDrug,P06729,T-cell surface antigen CD2
DB00092,Alefacept,BiotechDrug,P00736,Complement C1r subcomponent
DB00092,Alefacept,BiotechDrug,P02745,Complement C1q subcomponent subunit A
DB00092,Alefacept,BiotechDrug,P02746,Complement C1q subcomponent subunit B
DB00092,Alefacept,BiotechDrug,P02747,Complement C1q subcomponent subunit C
DB00092,Alefacept,BiotechDrug,P08637,Low affinity immunoglobulin gamma Fc region receptor III-A
DB00092,Alefacept,BiotechDrug,P12314,High affinity immunoglobulin gamma Fc receptor I
DB00092,Alefacept,BiotechDrug,P12318,Low affinity immunoglobulin gamma Fc region receptor II-a
DB00092,Alefacept,BiotechDrug,P31994,Low affinity immunoglobulin gamma Fc region receptor II-b
DB00092,Alefacept,BiotechDrug,P31995,Low affinity immunoglobulin gamma Fc region receptor II-c
DB00092,Alefacept,BiotechDrug,O75015,Low affinity immunoglobulin gamma Fc region receptor III-B
DB00093,Felypressin,SmallMoleculeDrug,P37288,Vasopressin V1a receptor
DB00094,Urofollitropin,BiotechDrug,P23945,Follicle-stimulating hormone receptor
DB00095,Efalizumab,BiotechDrug,P20701,Integrin alpha-L
DB00095,Efalizumab,BiotechDrug,O75015,Low affinity immunoglobulin gamma Fc region receptor III-B
DB00095,Efalizumab,BiotechDrug,P00736,Complement C1r subcomponent
DB00095,Efalizumab,BiotechDrug,P02745,Complement C1q subcomponent subunit A
DB00095,Efalizumab,BiotechDrug,P02746,Complement C1q subcomponent subunit B
DB00095,Efalizumab,BiotechDrug,P02747,Complement C1q subcomponent subunit C
DB00095,Efalizumab,BiotechDrug,P08637,Low affinity immunoglobulin gamma Fc region receptor III-A
DB00095,Efalizumab,BiotechDrug,P12314,High affinity immunoglobulin gamma Fc receptor I
DB00095,Efalizumab,BiotechDrug,P12318,Low affinity immunoglobulin gamma Fc region receptor II-a
DB00095,Efalizumab,BiotechDrug,P31994,Low affinity immunoglobulin gamma Fc region receptor II-b
DB00095,Efalizumab,BiotechDrug,P31995,Low affinity immunoglobulin gamma Fc region receptor II-c
DB00097,Choriogonadotropin alfa,BiotechDrug,P22888,Lutropin-choriogonadotropic hormone receptor
DB00097,Choriogonadotropin alfa,BiotechDrug,P23945,Follicle-stimulating hormone receptor
DB00098,Anti-thymocyte Globulin (Rabbit),BiotechDrug,P06126,T-cell surface glycoprotein CD1a
DB00098,Anti-thymocyte Globulin (Rabbit),BiotechDrug,Q95460,Major histocompatibility complex class I-related gene protein
DB00098,Anti-thymocyte Globulin (Rabbit),BiotechDrug,P20701,Integrin alpha-L
DB00098,Anti-thymocyte Globulin (Rabbit),BiotechDrug,P42081,T-lymphocyte activation antigen CD86
DB00098,Anti-thymocyte Globulin (Rabbit),BiotechDrug,P31994,Low affinity immunoglobulin gamma Fc region receptor II-b
DB00098,Anti-thymocyte Globulin (Rabbit),BiotechDrug,P01730,T-cell surface glycoprotein CD4
DB00098,Anti-thymocyte Globulin (Rabbit),BiotechDrug,P05556,Integrin beta-1
DB00098,Anti-thymocyte Globulin (Rabbit),BiotechDrug,P06756,Integrin alpha-V
DB00098,Anti-thymocyte Globulin (Rabbit),BiotechDrug,P05106,Integrin beta-3
DB00099,Filgrastim,BiotechDrug,Q99062,Granulocyte colony-stimulating factor receptor
DB00099,Filgrastim,BiotechDrug,P08246,Neutrophil elastase
DB00100,Coagulation Factor IX,BiotechDrug,P00742,Coagulation factor X
DB00100,Coagulation Factor IX,BiotechDrug,P03951,Coagulation factor XI
DB00100,Coagulation Factor IX,BiotechDrug,P08709,Coagulation factor VII
DB00100,Coagulation Factor IX,BiotechDrug,P00451,Coagulation factor VIII
DB00100,Coagulation Factor IX,BiotechDrug,P00734,Prothrombin
DB00100,Coagulation Factor IX,BiotechDrug,Q07954,Prolow-density lipoprotein receptor-related protein 1
DB00100,Coagulation Factor IX,BiotechDrug,P38435,Vitamin K-dependent gamma-carboxylase
DB00102,Becaplermin,BiotechDrug,P09619,Platelet-derived growth factor receptor beta
DB00102,Becaplermin,BiotechDrug,P16234,Platelet-derived growth factor receptor alpha
DB00102,Becaplermin,BiotechDrug,P01023,Alpha-2-macroglobulin
DB00104,Octreotide,SmallMoleculeDrug,P30872,Somatostatin receptor type 1
DB00104,Octreotide,SmallMoleculeDrug,P35346,Somatostatin receptor type 5
DB00104,Octreotide,SmallMoleculeDrug,P30874,Somatostatin receptor type 2
DB00105,"Interferon Alfa-2b, Recombinant",BiotechDrug,P48551,Interferon alpha/beta receptor 2
DB00105,"Interferon Alfa-2b, Recombinant",BiotechDrug,P17181,Interferon alpha/beta receptor 1
DB00106,Abarelix,BiotechDrug,P30968,Gonadotropin-releasing hormone receptor
DB00107,Oxytocin,BiotechDrug,P30559,Oxytocin receptor
DB00107,Oxytocin,BiotechDrug,P01178,Oxytocin-neurophysin 1
DB00108,Natalizumab,BiotechDrug,P13612,Integrin alpha-4
DB00108,Natalizumab,BiotechDrug,O75015,Low affinity immunoglobulin gamma Fc region receptor III-B
DB00108,Natalizumab,BiotechDrug,P00736,Complement C1r subcomponent
DB00108,Natalizumab,BiotechDrug,P02745,Complement C1q subcomponent subunit A
DB00108,Natalizumab,BiotechDrug,P02746,Complement C1q subcomponent subunit B
DB00108,Natalizumab,BiotechDrug,P02747,Complement C1q subcomponent subunit C
DB00108,Natalizumab,BiotechDrug,P08637,Low affinity immunoglobulin gamma Fc region receptor III-A
DB00108,Natalizumab,BiotechDrug,P12314,High affinity immunoglobulin gamma Fc receptor I
DB00108,Natalizumab,BiotechDrug,P12318,Low affinity immunoglobulin gamma Fc region receptor II-a
DB00108,Natalizumab,BiotechDrug,P31994,Low affinity immunoglobulin gamma Fc region receptor II-b
DB00108,Natalizumab,BiotechDrug,P31995,Low affinity immunoglobulin gamma Fc region receptor II-c
DB00108,Natalizumab,BiotechDrug,P05362,Intercellular adhesion molecule 1
DB00109,Enfuvirtide,BiotechDrug,Q53I07,Envelope glycoprotein
DB00110,Palivizumab,BiotechDrug,P13843,Fusion glycoprotein F0
DB00110,Palivizumab,BiotechDrug,O75015,Low affinity immunoglobulin gamma Fc region receptor III-B
DB00110,Palivizumab,BiotechDrug,P00736,Complement C1r subcomponent
DB00110,Palivizumab,BiotechDrug,P02745,Complement C1q subcomponent subunit A
DB00110,Palivizumab,BiotechDrug,P02746,Complement C1q subcomponent subunit B
DB00110,Palivizumab,BiotechDrug,P02747,Complement C1q subcomponent subunit C
DB00110,Palivizumab,BiotechDrug,P08637,Low affinity immunoglobulin gamma Fc region receptor III-A
DB00110,Palivizumab,BiotechDrug,P12314,High affinity immunoglobulin gamma Fc receptor I
DB00110,Palivizumab,BiotechDrug,P12318,Low affinity immunoglobulin gamma Fc region receptor II-a
DB00110,Palivizumab,BiotechDrug,P31994,Low affinity immunoglobulin gamma Fc region receptor II-b
DB00110,Palivizumab,BiotechDrug,P31995,Low affinity immunoglobulin gamma Fc region receptor II-c
DB00111,Daclizumab,BiotechDrug,P01589,Interleukin-2 receptor subunit alpha
DB00111,Daclizumab,BiotechDrug,P14784,Interleukin-2 receptor subunit beta
DB00111,Daclizumab,BiotechDrug,O75015,Low affinity immunoglobulin gamma Fc region receptor III-B
DB00111,Daclizumab,BiotechDrug,P00736,Complement C1r subcomponent
DB00111,Daclizumab,BiotechDrug,P02745,Complement C1q subcomponent subunit A
DB00111,Daclizumab,BiotechDrug,P02746,Complement C1q subcomponent subunit B
DB00111,Daclizumab,BiotechDrug,P02747,Complement C1q subcomponent subunit C
DB00111,Daclizumab,BiotechDrug,P08637,Low affinity immunoglobulin gamma Fc region receptor III-A
DB00111,Daclizumab,BiotechDrug,P12314,High affinity immunoglobulin gamma Fc receptor I
DB00111,Daclizumab,BiotechDrug,P12318,Low affinity immunoglobulin gamma Fc region receptor II-a
DB00111,Daclizumab,BiotechDrug,P31994,Low affinity immunoglobulin gamma Fc region receptor II-b
DB00111,Daclizumab,BiotechDrug,P31995,Low affinity immunoglobulin gamma Fc region receptor II-c
DB00112,Bevacizumab,BiotechDrug,P15692,Vascular endothelial growth factor A
DB00112,Bevacizumab,BiotechDrug,O75015,Low affinity immunoglobulin gamma Fc region receptor III-B
DB00112,Bevacizumab,BiotechDrug,P00736,Complement C1r subcomponent
DB00112,Bevacizumab,BiotechDrug,P02745,Complement C1q subcomponent subunit A
DB00112,Bevacizumab,BiotechDrug,P02746,Complement C1q subcomponent subunit B
DB00112,Bevacizumab,BiotechDrug,P02747,Complement C1q subcomponent subunit C
DB00112,Bevacizumab,BiotechDrug,P08637,Low affinity immunoglobulin gamma Fc region receptor III-A
DB00112,Bevacizumab,BiotechDrug,P12314,High affinity immunoglobulin gamma Fc receptor I
DB00112,Bevacizumab,BiotechDrug,P12318,Low affinity immunoglobulin gamma Fc region receptor II-a
DB00112,Bevacizumab,BiotechDrug,P31994,Low affinity immunoglobulin gamma Fc region receptor II-b
DB00112,Bevacizumab,BiotechDrug,P31995,Low affinity immunoglobulin gamma Fc region receptor II-c
DB00113,Arcitumomab,BiotechDrug,P13688,Carcinoembryonic antigen-related cell adhesion molecule 1
DB00115,Cyanocobalamin,SmallMoleculeDrug,Q99707,Methionine synthase
DB00115,Cyanocobalamin,SmallMoleculeDrug,P22033,"Methylmalonyl-CoA mutase, mitochondrial"
DB00115,Cyanocobalamin,SmallMoleculeDrug,Q9UBK8,Methionine synthase reductase
DB00115,Cyanocobalamin,SmallMoleculeDrug,Q8IVH4,"Methylmalonic aciduria type A protein, mitochondrial"
DB00115,Cyanocobalamin,SmallMoleculeDrug,Q9Y4U1,Methylmalonic aciduria and homocystinuria type C protein
DB00115,Cyanocobalamin,SmallMoleculeDrug,P42898,Methylenetetrahydrofolate reductase
DB00116,Tetrahydrofolic acid,SmallMoleculeDrug,P11586,"C-1-tetrahydrofolate synthase, cytoplasmic"
DB00116,Tetrahydrofolic acid,SmallMoleculeDrug,P13995,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial"
DB00116,Tetrahydrofolic acid,SmallMoleculeDrug,P48728,"Aminomethyltransferase, mitochondrial"
DB00116,Tetrahydrofolic acid,SmallMoleculeDrug,O75891,Cytosolic 10-formyltetrahydrofolate dehydrogenase
DB00116,Tetrahydrofolic acid,SmallMoleculeDrug,Q99707,Methionine synthase
DB00116,Tetrahydrofolic acid,SmallMoleculeDrug,O95954,Formimidoyltransferase-cyclodeaminase
DB00116,Tetrahydrofolic acid,SmallMoleculeDrug,P31939,Bifunctional purine biosynthesis protein PURH
DB00116,Tetrahydrofolic acid,SmallMoleculeDrug,P34896,"Serine hydroxymethyltransferase, cytosolic"
DB00116,Tetrahydrofolic acid,SmallMoleculeDrug,P34897,"Serine hydroxymethyltransferase, mitochondrial"
DB00116,Tetrahydrofolic acid,SmallMoleculeDrug,P42898,Methylenetetrahydrofolate reductase
DB00116,Tetrahydrofolic acid,SmallMoleculeDrug,Q53ET4,Serine hydroxymethyltransferase
DB00116,Tetrahydrofolic acid,SmallMoleculeDrug,P34896,"Serine hydroxymethyltransferase, cytosolic"
DB00116,Tetrahydrofolic acid,SmallMoleculeDrug,P34896,"Serine hydroxymethyltransferase, cytosolic"
DB00116,Tetrahydrofolic acid,SmallMoleculeDrug,P42898,Methylenetetrahydrofolate reductase
DB00116,Tetrahydrofolic acid,SmallMoleculeDrug,P34897,"Serine hydroxymethyltransferase, mitochondrial"
DB00116,Tetrahydrofolic acid,SmallMoleculeDrug,Q96DP5,"Methionyl-tRNA formyltransferase, mitochondrial"
DB00117,L-Histidine,SmallMoleculeDrug,P19113,Histidine decarboxylase
DB00117,L-Histidine,SmallMoleculeDrug,P12081,"Histidine--tRNA ligase, cytoplasmic"
DB00117,L-Histidine,SmallMoleculeDrug,Q99624,Sodium-coupled neutral amino acid transporter 3
DB00117,L-Histidine,SmallMoleculeDrug,P42357,Histidine ammonia-lyase
DB00118,S-Adenosylmethionine,SmallMoleculeDrug,Q14749,Glycine N-methyltransferase
DB00118,S-Adenosylmethionine,SmallMoleculeDrug,P17707,S-adenosylmethionine decarboxylase proenzyme
DB00118,S-Adenosylmethionine,SmallMoleculeDrug,P31153,S-adenosylmethionine synthase isoform type-2
DB00118,S-Adenosylmethionine,SmallMoleculeDrug,P35520,Cystathionine beta-synthase
DB00118,S-Adenosylmethionine,SmallMoleculeDrug,Q00266,S-adenosylmethionine synthase isoform type-1
DB00118,S-Adenosylmethionine,SmallMoleculeDrug,P21964,Catechol O-methyltransferase
DB00119,Pyruvic acid,SmallMoleculeDrug,O15427,Monocarboxylate transporter 4
DB00119,Pyruvic acid,SmallMoleculeDrug,P36021,Monocarboxylate transporter 8
DB00119,Pyruvic acid,SmallMoleculeDrug,Q9BYV1,"Alanine--glyoxylate aminotransferase 2, mitochondrial"
DB00119,Pyruvic acid,SmallMoleculeDrug,O15375,Monocarboxylate transporter 6
DB00119,Pyruvic acid,SmallMoleculeDrug,P30613,Pyruvate kinase PKLR
DB00119,Pyruvic acid,SmallMoleculeDrug,O15403,Monocarboxylate transporter 7
DB00119,Pyruvic acid,SmallMoleculeDrug,O60669,Monocarboxylate transporter 2
DB00119,Pyruvic acid,SmallMoleculeDrug,P11177,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial"
DB00119,Pyruvic acid,SmallMoleculeDrug,P14618,Pyruvate kinase PKM
DB00119,Pyruvic acid,SmallMoleculeDrug,P80404,"4-aminobutyrate aminotransferase, mitochondrial"
DB00119,Pyruvic acid,SmallMoleculeDrug,O15374,Monocarboxylate transporter 5
DB00119,Pyruvic acid,SmallMoleculeDrug,O95907,Monocarboxylate transporter 3
DB00119,Pyruvic acid,SmallMoleculeDrug,P53985,Monocarboxylate transporter 1
DB00119,Pyruvic acid,SmallMoleculeDrug,P11498,"Pyruvate carboxylase, mitochondrial"
DB00120,L-Phenylalanine,SmallMoleculeDrug,P17735,Tyrosine aminotransferase
DB00120,L-Phenylalanine,SmallMoleculeDrug,Q9UHI5,Large neutral amino acids transporter small subunit 2
DB00120,L-Phenylalanine,SmallMoleculeDrug,Q9Y285,Phenylalanine--tRNA ligase alpha subunit
DB00120,L-Phenylalanine,SmallMoleculeDrug,P00439,Phenylalanine-4-hydroxylase
DB00120,L-Phenylalanine,SmallMoleculeDrug,O95363,"Phenylalanine--tRNA ligase, mitochondrial"
DB00120,L-Phenylalanine,SmallMoleculeDrug,Q9NSD9,Phenylalanine--tRNA ligase beta subunit
DB00120,L-Phenylalanine,SmallMoleculeDrug,P07101,Tyrosine 3-monooxygenase
DB00121,Biotin,SmallMoleculeDrug,P05166,"Propionyl-CoA carboxylase beta chain, mitochondrial"
DB00121,Biotin,SmallMoleculeDrug,P50747,Biotin--protein ligase
DB00121,Biotin,SmallMoleculeDrug,Q9Y289,Sodium-dependent multivitamin transporter
DB00121,Biotin,SmallMoleculeDrug,Q9HCC0,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial"
DB00121,Biotin,SmallMoleculeDrug,O00763,Acetyl-CoA carboxylase 2
DB00121,Biotin,SmallMoleculeDrug,Q96RQ3,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial"
DB00121,Biotin,SmallMoleculeDrug,P11498,"Pyruvate carboxylase, mitochondrial"
DB00121,Biotin,SmallMoleculeDrug,P05165,"Propionyl-CoA carboxylase alpha chain, mitochondrial"
DB00121,Biotin,SmallMoleculeDrug,Q13085,Acetyl-CoA carboxylase 1
DB00122,Choline,SmallMoleculeDrug,Q9Y5K3,Choline-phosphate cytidylyltransferase B
DB00122,Choline,SmallMoleculeDrug,P22303,Acetylcholinesterase
DB00122,Choline,SmallMoleculeDrug,P49585,Choline-phosphate cytidylyltransferase A
DB00122,Choline,SmallMoleculeDrug,O14939,Phospholipase D2
DB00122,Choline,SmallMoleculeDrug,P06276,Cholinesterase
DB00122,Choline,SmallMoleculeDrug,Q13393,Phospholipase D1
DB00122,Choline,SmallMoleculeDrug,Q8TCT1,Phosphoethanolamine/phosphocholine phosphatase
DB00123,L-Lysine,SmallMoleculeDrug,P30825,High affinity cationic amino acid transporter 1
DB00123,L-Lysine,SmallMoleculeDrug,O43246,Cationic amino acid transporter 4
DB00123,L-Lysine,SmallMoleculeDrug,Q8WY07,Cationic amino acid transporter 3
DB00123,L-Lysine,SmallMoleculeDrug,P52569,Cationic amino acid transporter 2
DB00123,L-Lysine,SmallMoleculeDrug,Q15046,Lysine--tRNA ligase
DB00125,L-Arginine,SmallMoleculeDrug,Q8WY07,Cationic amino acid transporter 3
DB00125,L-Arginine,SmallMoleculeDrug,Q96A70,Antizyme inhibitor 2
DB00125,L-Arginine,SmallMoleculeDrug,P04424,Argininosuccinate lyase
DB00125,L-Arginine,SmallMoleculeDrug,P35228,"Nitric oxide synthase, inducible"
DB00125,L-Arginine,SmallMoleculeDrug,P30825,High affinity cationic amino acid transporter 1
DB00125,L-Arginine,SmallMoleculeDrug,P78540,"Arginase-2, mitochondrial"
DB00125,L-Arginine,SmallMoleculeDrug,O43246,Cationic amino acid transporter 4
DB00125,L-Arginine,SmallMoleculeDrug,P00966,Argininosuccinate synthase
DB00125,L-Arginine,SmallMoleculeDrug,P29474,"Nitric oxide synthase, endothelial"
DB00126,Vitamin C,SmallMoleculeDrug,P13674,Prolyl 4-hydroxylase subunit alpha-1
DB00126,Vitamin C,SmallMoleculeDrug,Q9UHI7,Solute carrier family 23 member 1
DB00126,Vitamin C,SmallMoleculeDrug,Q02809,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1"
DB00126,Vitamin C,SmallMoleculeDrug,Q54873,Hyaluronate lyase
DB00126,Vitamin C,SmallMoleculeDrug,P24300,Xylose isomerase
DB00126,Vitamin C,SmallMoleculeDrug,O00469,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2"
DB00126,Vitamin C,SmallMoleculeDrug,O14832,"Phytanoyl-CoA dioxygenase, peroxisomal"
DB00126,Vitamin C,SmallMoleculeDrug,O60568,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3"
DB00126,Vitamin C,SmallMoleculeDrug,O75936,Gamma-butyrobetaine dioxygenase
DB00126,Vitamin C,SmallMoleculeDrug,P09172,Dopamine beta-hydroxylase
DB00126,Vitamin C,SmallMoleculeDrug,P19021,Peptidyl-glycine alpha-amidating monooxygenase
DB00126,Vitamin C,SmallMoleculeDrug,Q32P28,Prolyl 3-hydroxylase 1
DB00126,Vitamin C,SmallMoleculeDrug,Q6N063,2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2
DB00126,Vitamin C,SmallMoleculeDrug,Q6NS38,DNA oxidative demethylase ALKBH2
DB00126,Vitamin C,SmallMoleculeDrug,Q8IVL5,Prolyl 3-hydroxylase 2
DB00126,Vitamin C,SmallMoleculeDrug,Q8IVL6,Prolyl 3-hydroxylase 3
DB00126,Vitamin C,SmallMoleculeDrug,Q8N543,Prolyl 3-hydroxylase OGFOD1
DB00126,Vitamin C,SmallMoleculeDrug,Q96KS0,Egl nine homolog 2
DB00126,Vitamin C,SmallMoleculeDrug,Q96Q83,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3
DB00126,Vitamin C,SmallMoleculeDrug,Q9BY66,Lysine-specific demethylase 5D
