qtl_accession_id,qtl_name,published_symbol,to_accession,trait_category,trait_name,trait_symbol,chromosome,start,end
AQAF013,BNL6.32,rbr1d,TO:0000074,Biotic stress,blast disease resistance,BLRS,Chr. 1,33053493,40065325
AQAF014,BNL6.32,rbr1d,TO:0000074,Biotic stress,blast disease resistance,BLRS,Chr. 1,33053493,40065325
AQAF015,BNL6.32,rbr1d,TO:0000074,Biotic stress,blast disease resistance,BLRS,Chr. 1,34470620,40065325
AQAF016,BNL6.32,rbr1d,TO:0000074,Biotic stress,blast disease resistance,BLRS,Chr. 1,34470620,40065325
AQAF017,BNL6.32,rbr1d,TO:0000074,Biotic stress,blast disease resistance,BLRS,Chr. 1,34470620,37713775
AQAI001,BNL6.32,qFL1-1,TO:0000540,Anatomy,leaf area,LFAR,Chr. 1,4753787,4754502
AQAI006,BNL6.32,qSL1-1,TO:0000540,Anatomy,leaf area,LFAR,Chr. 1,13902370,15008871
AQAI011,BNL6.32,qTL1-1,TO:0000540,Anatomy,leaf area,LFAR,Chr. 1,13902370,13902866
AQAI026,BNL6.32,qFLTS1-1,TO:0000452,Yield,leaf area to spikelet number ratio,LFARSPKNBRO,Chr. 1,33053493,40065325
AQAI027,BNL6.32,qFLTS1-2,TO:0000452,Yield,leaf area to spikelet number ratio,LFARSPKNBRO,Chr. 1,13902370,15008871
AQAI035,BNL6.32,qSLTS1-1,TO:0000452,Yield,leaf area to spikelet number ratio,LFARSPKNBRO,Chr. 1,33053493,33053654
AQAI036,BNL6.32,qSLTS1-2,TO:0000452,Yield,leaf area to spikelet number ratio,LFARSPKNBRO,Chr. 1,13902370,15008871
AQAI038,BNL6.32,qTLTS1-1,TO:0000452,Yield,leaf area to spikelet number ratio,LFARSPKNBRO,Chr. 1,33053493,33053654
AQAI039,BNL6.32,qTLTS1-2,TO:0000452,Yield,leaf area to spikelet number ratio,LFARSPKNBRO,Chr. 1,13902370,13902866
AQAI046,BNL6.32,qLVBFL1-1,TO:0000538,Anatomy,large vascular bundle number to leaf area ratio,LVBNBLFARRO,Chr. 1,7445627,7445919
AQAI052,BNL6.32,qLVBSL1-2,TO:0000538,Anatomy,large vascular bundle number to leaf area ratio,LVBNBLFARRO,Chr. 1,198822,1891260
AQAI064,BNL6.32,qLVBTS1-1,TO:0000451,Yield,large vascular bundle number to spikelet number ratio,LVBNBSPKNBRO,Chr. 1,34470620,37713775
AQGE020,BNL6.32,,TO:0000589,Quality,grain weight,GRWT,Chr. 1,1890153,4754502
AQGE026,BNL6.32,,TO:0000589,Quality,grain weight,GRWT,Chr. 1,1890153,4754502
CQR12,BNL6.32,,TO:0000651,Quality,flour color,FLRCL,Chr. 1,7445627,7970839
AQCB028,BNL6.32,dn1a,TO:0000565,Anatomy,spikelets per panicle length,SPKPPNLG,Chr. 1,4753787,4754502
AQCB029,BNL6.32,dn1b,TO:0000565,Anatomy,spikelets per panicle length,SPKPPNLG,Chr. 1,34470620,37713775
AQGE014,BNL6.32,,TO:0000377,Quality,cooked kernel elongation,CKKEL,Chr. 1,1890153,4754502
AQHR001,BNL6.32,qTN-1-1,TO:0000346,Vigor,tiller number,TINB,Chr. 1,4753787,4754502
AQHR002,BNL6.32,qTN-1-1,TO:0000346,Vigor,tiller number,TINB,Chr. 1,4753787,4754502
AQHR004,BNL6.32,qTN-1-3,TO:0000346,Vigor,tiller number,TINB,Chr. 1,30065560,31047458
AQHR005,BNL6.32,qTN-1-3,TO:0000346,Vigor,tiller number,TINB,Chr. 1,30065560,31047458
AQHR006,BNL6.32,qTN-1-4,TO:0000346,Vigor,tiller number,TINB,Chr. 1,33053493,33053654
AQHR007,BNL6.32,qTN-1-5,TO:0000346,Vigor,tiller number,TINB,Chr. 1,41967890,42955596
AQFJ007,BNL6.32,,TO:0000152,Yield,panicle number,PNNB,Chr. 1,4885844,7445919
AQFJ008,BNL6.32,,TO:0000152,Yield,panicle number,PNNB,Chr. 1,10076915,10077088
AQFJ017,BNL6.32,,TO:0000456,Yield,spikelet number,SPKNB,Chr. 1,4239057,4239450
AQFJ058,BNL6.32,,TO:0000449,Yield,grain yield per plant,GRYLDPPL,Chr. 1,19008692,19008920
AQFJ060,BNL6.32,,TO:0000449,Yield,grain yield per plant,GRYLDPPL,Chr. 1,32987234,35196681
AQFJ062,BNL6.32,,TO:0000449,Yield,grain yield per plant,GRYLDPPL,Chr. 1,40166840,40167060
AQFJ039,BNL6.32,,TO:0000040,Anatomy,panicle length,PNLG,Chr. 1,36734135,40167060
AQFJ034,BNL6.32,,TO:0000382,Yield,1000-seed weight,TSDWT,Chr. 1,4239057,4239450
AQFJ035,BNL6.32,,TO:0000382,Yield,1000-seed weight,TSDWT,Chr. 1,36734135,40167060
AQEI001,BNL6.32,,TO:0000249,Development,leaf senescence,LFSNS,Chr. 1,40166840,40167060
AQEI043,BNL6.32,,TO:0000249,Development,leaf senescence,LFSNS,Chr. 1,10076915,10077088
AQEI044,BNL6.32,,TO:0000249,Development,leaf senescence,LFSNS,Chr. 1,36734135,40167060
AQEI045,BNL6.32,,TO:0000249,Development,leaf senescence,LFSNS,Chr. 1,40166840,40167060
AQEI099,BNL6.32,,TO:0000249,Development,leaf senescence,LFSNS,Chr. 1,4239057,4239450
AQEI100,BNL6.32,,TO:0000249,Development,leaf senescence,LFSNS,Chr. 1,4239057,4239450
AQEI101,BNL6.32,,TO:0000249,Development,leaf senescence,LFSNS,Chr. 1,7242815,7445919
AQEI129,BNL6.32,,TO:0000249,Development,leaf senescence,LFSNS,Chr. 1,40166840,40167060
AQFJ051,BNL6.32,,TO:0000565,Anatomy,spikelets per panicle length,SPKPPNLG,Chr. 1,4239057,4239450
EQA0001,BNL6.32,qSD.1,TO:0000253,Vigor,seed dormancy,SDDOR,Chr. 1,36734135,40167060
AQDQ001,BNL6.32,np1,TO:0000152,Yield,panicle number,PNNB,Chr. 1,32310761,34902537
AQDQ008,BNL6.32,ph1,TO:0000207,Vigor,plant height,PTHT,Chr. 1,34901993,40743227
CQAX30,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 1,32310761,41969197
CQAO6,BNL6.32,ng1,TO:0000445,Yield,seed number,SDNB,Chr. 1,32507191,34902537
AQDQ006,BNL6.32,tgwt1a,TO:0000181,Yield,seed weight,SDWT,Chr. 1,29184260,32507684
AQDQ009,BNL6.32,tgwt1b,TO:0000181,Yield,seed weight,SDWT,Chr. 1,5094276,5095699
CQAO1,BNL6.32,gwt1,TO:0000181,Yield,seed weight,SDWT,Chr. 1,32507191,34902537
AQDQ004,BNL6.32,tns1,TO:0000456,Yield,spikelet number,SPKNB,Chr. 1,32507191,34902537
AQDQ002,BNL6.32,nfg1,TO:0000447,Yield,filled grain number,FGRNB,Chr. 1,32310761,34902537
AQDQ003,BNL6.32,nfg1,TO:0000447,Yield,filled grain number,FGRNB,Chr. 1,32310761,34902537
AQDQ007,BNL6.32,gwt1,TO:0000449,Yield,grain yield per plant,GRYLDPPL,Chr. 1,32310761,34902537
CQAO10,BNL6.32,tgwt1,TO:0000382,Yield,1000-seed weight,TSDWT,Chr. 1,5094276,27119848
AQDQ005,BNL6.32,sf1,TO:0000180,Sterility or fertility,spikelet fertility,SPKFRT,Chr. 1,29184260,34902537
CQAO9,BNL6.32,sf1,TO:0000180,Sterility or fertility,spikelet fertility,SPKFRT,Chr. 1,32507191,34902537
CQAO15,BNL6.32,gwt1a,TO:0000181,Yield,seed weight,SDWT,Chr. 1,32507191,34902537
CQAO16,BNL6.32,sf1a,TO:0000180,Sterility or fertility,spikelet fertility,SPKFRT,Chr. 1,40741959,40743227
AQAJ001,BNL6.32,qRf-1,TO:0000308,Sterility or fertility,male fertility restoration,MALERF,Chr. 1,5558576,11077990
AQCG005,BNL6.32,qSF-1,TO:0000455,Yield,seed set percent,SDSPCENT,Chr. 1,30065560,30870559
AQAK016,BNL6.32,qTNSP-1-1,TO:0000456,Yield,spikelet number,SPKNB,Chr. 1,4635793,5558814
AQCF002,BNL6.32,,TO:0000456,Yield,spikelet number,SPKNB,Chr. 1,1039086,5558814
AQCF016,BNL6.32,,TO:0000456,Yield,spikelet number,SPKNB,Chr. 1,1039086,5558814
AQCF028,BNL6.32,,TO:0000456,Yield,spikelet number,SPKNB,Chr. 1,1039086,5558814
AQAK008,BNL6.32,qNFGP-1-1,TO:0000447,Yield,filled grain number,FGRNB,Chr. 1,4635793,5558814
AQAK009,BNL6.32,qNFGP-1-2,TO:0000447,Yield,filled grain number,FGRNB,Chr. 1,37776663,37777336
AQCF001,BNL6.32,,TO:0000447,Yield,filled grain number,FGRNB,Chr. 1,1039086,5558814
AQCF015,BNL6.32,,TO:0000447,Yield,filled grain number,FGRNB,Chr. 1,1039086,5558814
AQCF027,BNL6.32,,TO:0000447,Yield,filled grain number,FGRNB,Chr. 1,1039086,5558814
AQAK001,BNL6.32,qGYD-1-1,TO:0000449,Yield,grain yield per plant,GRYLDPPL,Chr. 1,11077466,11077990
AQAK002,BNL6.32,qGYD-1-2,TO:0000449,Yield,grain yield per plant,GRYLDPPL,Chr. 1,37776663,37777336
AQCF026,BNL6.32,,TO:0000396,Yield,grain yield,GRYLD,Chr. 1,32147123,37777336
AQEJ025,BNL6.32,,TO:0000370,Anatomy,leaf width,LFWD,Chr. 1,34937981,37777336
AQEJ027,BNL6.32,,TO:0000370,Anatomy,leaf width,LFWD,Chr. 1,34937981,37777336
AQEJ031,BNL6.32,,TO:0000370,Anatomy,leaf width,LFWD,Chr. 1,41967890,41969197
AQAK024,BNL6.32,qTGWT-1-1,TO:0000382,Yield,1000-seed weight,TSDWT,Chr. 1,11077466,11077990
AQCF029,BNL6.32,,TO:0000382,Yield,1000-seed weight,TSDWT,Chr. 1,1039086,5558814
AQEJ001,BNL6.32,qFLL-1,TO:0000135,Anatomy,leaf length,LFLG,Chr. 1,4635793,5558814
AQEJ002,BNL6.32,qSLL-1,TO:0000135,Anatomy,leaf length,LFLG,Chr. 1,4635793,5558814
AQEJ029,BNL6.32,,TO:0000540,Anatomy,leaf area,LFAR,Chr. 1,41967890,41969197
AQAK022,BNL6.32,qSF-1,TO:0000180,Sterility or fertility,spikelet fertility,SPKFRT,Chr. 1,34937981,37777336
AQCF025,BNL6.32,,TO:0000180,Sterility or fertility,spikelet fertility,SPKFRT,Chr. 1,32147123,37777336
AQCG001,BNL6.32,qRf-1,TO:0000308,Sterility or fertility,male fertility restoration,MALERF,Chr. 1,1039086,5558814
AQEJ003,BNL6.32,qFLP-1,TO:0000616,Anatomy,leaf perimeter,LFPM,Chr. 1,4635793,5558814
AQEJ004,BNL6.32,qSLP-1,TO:0000616,Anatomy,leaf perimeter,LFPM,Chr. 1,4635793,5558814
AQEJ033,BNL6.32,,TO:0000616,Anatomy,leaf perimeter,LFPM,Chr. 1,41967890,41969197
AQEM001,BNL6.32,qSDS-1,TO:0000429,Abiotic stress,salt sensitivity,SALTSN,Chr. 1,33956950,37713775
AQEM006,BNL6.32,qSKC-1,TO:0000429,Abiotic stress,salt sensitivity,SALTSN,Chr. 1,9820009,11232822
AQEM008,BNL6.32,qRNTQ-1,TO:0000429,Abiotic stress,salt sensitivity,SALTSN,Chr. 1,33956950,37713775
AQEL001,BNL6.32,,TO:0000227,Anatomy,root length,RTLG,Chr. 1,38530957,38531467
AQEL002,BNL6.32,,TO:0000227,Anatomy,root length,RTLG,Chr. 1,38530957,38531467
AQEL016,BNL6.32,,TO:0000227,Anatomy,root length,RTLG,Chr. 1,29184260,29184844
AQEL008,BNL6.32,,TO:0000084,Vigor,root number,RTNB,Chr. 1,36734135,38531467
AQEL009,BNL6.32,,TO:0000084,Vigor,root number,RTNB,Chr. 1,21623851,21701719
AQEZ001,BNL6.32,,TO:0000354,Abiotic stress,aluminum sensitivity,ALSN,Chr. 1,40343585,40567354
AQEZ002,BNL6.32,,TO:0000354,Abiotic stress,aluminum sensitivity,ALSN,Chr. 1,40343585,40567354
AQEZ005,BNL6.32,,TO:0000354,Abiotic stress,aluminum sensitivity,ALSN,Chr. 1,40343585,40567354
AQEZ006,BNL6.32,,TO:0000354,Abiotic stress,aluminum sensitivity,ALSN,Chr. 1,40343585,40567354
AQBD001,BNL6.32,,TO:0000102,Abiotic stress,phosphorus sensitivity,PHOSN,Chr. 1,41967890,41969197
AQBD004,BNL6.32,,TO:0000102,Abiotic stress,phosphorus sensitivity,PHOSN,Chr. 1,41967890,41969197
AQBD008,BNL6.32,,TO:0000102,Abiotic stress,phosphorus sensitivity,PHOSN,Chr. 1,41967890,41969197
CQU17,BNL6.32,,TO:0000647,Biochemical,relative acid phosphatase activity,RELACIDPASEACT,Chr. 1,41967890,41969197
CQU1,BNL6.32,,TO:0000705,Biochemical,acid phosphatase activity,ACIDPASEACT,Chr. 1,41967890,41969197
CQU2,BNL6.32,,TO:0000705,Biochemical,acid phosphatase activity,ACIDPASEACT,Chr. 1,41967890,41969197
CQAS2,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 1,23117968,23118656
CQAS5,BNL6.32,,TO:0000152,Yield,panicle number,PNNB,Chr. 1,35708646,42254617
CQAS1,BNL6.32,ph1,TO:0000207,Vigor,plant height,PTHT,Chr. 1,23117968,27050367
CQAS8,BNL6.32,,TO:0000445,Yield,seed number,SDNB,Chr. 1,27049959,31849256
CQAS12,BNL6.32,,TO:0000445,Yield,seed number,SDNB,Chr. 1,27049959,31849256
CQAS9,BNL6.32,,TO:0000455,Yield,seed set percent,SDSPCENT,Chr. 1,11077466,11077990
CQAS6,BNL6.32,,TO:0000456,Yield,spikelet number,SPKNB,Chr. 1,35708646,42254617
CQAS11,BNL6.32,,TO:0000456,Yield,spikelet number,SPKNB,Chr. 1,27049959,31849256
CQAS13,BNL6.32,,TO:0000396,Yield,yield,YLD,Chr. 1,11077466,14626881
CQAS4,BNL6.32,,TO:0000040,Anatomy,panicle length,PNLG,Chr. 1,35708646,42254617
CQAS10,BNL6.32,,TO:0000382,Yield,1000-seed weight,TSDWT,Chr. 1,27049959,31849256
CQAS3,BNL6.32,,TO:0000469,Development,days to maturity,DTMT,Chr. 1,35708646,42254617
CQAS7,BNL6.32,,TO:0000625,Anatomy,spikelet density,SPKDN,Chr. 1,35708646,42254617
AQGM001,BNL6.32,qDTH-1,TO:0000137,Development,days to heading,DTHD,Chr. 1,33053493,33053654
AQGP001,BNL6.32,qDTH-1,TO:0000137,Development,days to heading,DTHD,Chr. 1,24807508,27335289
CQAE15,BNL6.32,gpl1.1,TO:0000445,Yield,grain number,GRNB,Chr. 1,23971321,40167060
AQG009,BNL6.32,qNOP-1,TO:0000152,Yield,panicle number,PNNB,Chr. 1,34032918,40700598
AQJ004,BNL6.32,,TO:0000152,Yield,panicle number,PNNB,Chr. 1,32310761,40700598
AQGH001,BNL6.32,qPN1,TO:0000152,Yield,panicle number,PNNB,Chr. 1,4424392,4424515
AQGH018,BNL6.32,qPN1,TO:0000152,Yield,panicle number,PNNB,Chr. 1,4424392,4424515
AQGM014,BNL6.32,qPN-1,TO:0000152,Yield,panicle number,PNNB,Chr. 1,27118807,27335289
AQGP014,BNL6.32,qPN-1,TO:0000152,Yield,panicle number,PNNB,Chr. 1,5941464,5941581
AQG001,BNL6.32,qPHT-1,TO:0000207,Vigor,plant height,PTHT,Chr. 1,34032918,40700598
AQJ002,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 1,34032918,40700598
CQAE5,BNL6.32,ph1.1,TO:0000207,Vigor,plant height,PTHT,Chr. 1,23971321,40167060
CQAE6,BNL6.32,ph1.2,TO:0000207,Vigor,plant height,PTHT,Chr. 1,40105932,40700598
AQGH003,BNL6.32,qGPL1,TO:0000445,Yield,seed number,SDNB,Chr. 1,4213951,4214192
AQGH020,BNL6.32,qGPL1,TO:0000445,Yield,seed number,SDNB,Chr. 1,4213951,4214192
AQGP019,BNL6.32,qSSP-1,TO:0000456,Yield,spikelet number,SPKNB,Chr. 1,23971321,23971514
CQAE19,BNL6.32,gw1.1,TO:0000382,Yield,1000-grain weight,TGRWT,Chr. 1,23971321,40167060
CQAE20,BNL6.32,gw1.2,TO:0000382,Yield,1000-grain weight,TGRWT,Chr. 1,23971321,40167060
AQA006,BNL6.32,qNOT1-1,TO:0000346,Vigor,tiller number,TINB,Chr. 1,40565651,41541798
AQA018,BNL6.32,qRTL1-1,TO:0000227,Anatomy,root length,RTLG,Chr. 1,28339373,30870559
AQA021,BNL6.32,qTRN1-1,TO:0000084,Vigor,root number,RTNB,Chr. 1,1039086,4214192
AQA022,BNL6.32,qTRN1-2,TO:0000084,Vigor,root number,RTNB,Chr. 1,7445627,9463852
AQA044,BNL6.32,qRS1-1,TO:0000278,Vigor,root to shoot ratio,RTSHRO,Chr. 1,9106659,21145193
AQB002,BNL6.32,,TO:0000374,Quality,breakdown viscosity,BRKVIS,Chr. 1,40565651,41541798
AQB009,BNL6.32,,TO:0000211,Quality,gel consistency,GELCON,Chr. 1,40565651,41541798
CQAE24,BNL6.32,yld1.1,TO:0000449,Yield,grain yield per plant,GRYLDPPL,Chr. 1,23971321,40167060
AQG005,BNL6.32,qPL-1,TO:0000040,Anatomy,panicle length,PNLG,Chr. 1,34032918,40700598
AQGP011,BNL6.32,qPL-1,TO:0000040,Anatomy,panicle length,PNLG,Chr. 1,34032918,34940769
AQG018,BNL6.32,qYLD-1,TO:0000396,Yield,grain yield,GRYLD,Chr. 1,37889084,38894388
AQJ011,BNL6.32,,TO:0000396,Yield,grain yield,GRYLD,Chr. 1,34032918,41541798
AQGP033,BNL6.32,qYI-1,TO:0000396,Yield,grain yield,GRYLD,Chr. 1,23971321,23971514
AQGP080,BNL6.32,qYI-1,TO:0000396,Yield,grain yield,GRYLD,Chr. 1,24807508,27335289
AQG007,BNL6.32,qPEN-1,TO:0000165,Sterility or fertility,panicle exsertion,PNEX,Chr. 1,34032918,40700598
AQG015,BNL6.32,qTGW-1,TO:0000382,Yield,1000-seed weight,TSDWT,Chr. 1,40565651,41541798
AQGP026,BNL6.32,qGW-1,TO:0000382,Yield,1000-seed weight,TSDWT,Chr. 1,34032918,34940769
AQGP068,BNL6.32,qGW-1,TO:0000382,Yield,1000-seed weight,TSDWT,Chr. 1,4635793,4635870
AQG017,BNL6.32,qBMS-1,TO:0000327,Yield,biomass yield,BIOMYLD,Chr. 1,34032918,40700598
AQG019,BNL6.32,qHID-1,TO:0000128,Yield,harvest index,HVID,Chr. 1,40565651,41541798
AQJ008,BNL6.32,,TO:0000436,Sterility or fertility,spikelet sterility,SPKST,Chr. 1,34032918,40700598
AQGP006,BNL6.32,qCL-1,TO:0000576,Anatomy,culm length,CULMLG,Chr. 1,34032918,34940769
AQGP060,BNL6.32,qFER-1,TO:0000180,Sterility or fertility,spikelet fertility,SPKFRT,Chr. 1,24807508,27335289
AQED038,BNL6.32,gpl1.1,TO:0000445,Yield,grain number,GRNB,Chr. 1,4424392,4635870
AQED026,BNL6.32,ppl1.1,TO:0000152,Yield,panicle number,PNNB,Chr. 1,35196573,41541798
AQED027,BNL6.32,ppl1.2,TO:0000152,Yield,panicle number,PNNB,Chr. 1,40166840,41541798
AQED058,BNL6.32,,TO:0000152,Yield,panicle number,PNNB,Chr. 1,40166840,40167060
AQED059,BNL6.32,,TO:0000152,Yield,panicle number,PNNB,Chr. 1,35196573,35196681
AQED012,BNL6.32,ph1.1,TO:0000207,Vigor,plant height,PTHT,Chr. 1,24807508,41541798
AQED013,BNL6.32,ph1.1,TO:0000207,Vigor,plant height,PTHT,Chr. 1,24807508,41541798
AQED052,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 1,38893890,38894388
AQED053,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 1,36734135,36734272
AQED054,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 1,38893890,38894388
AQED056,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 1,38893890,38894388
AQED035,BNL6.32,pss1.1,TO:0000455,Yield,seed set percent,SDSPCENT,Chr. 1,27335176,33053654
AQED061,BNL6.32,,TO:0000455,Yield,seed set percent,SDSPCENT,Chr. 1,12280117,12280327
AQED047,BNL6.32,yld1.1,TO:0000449,Yield,grain yield per plant,GRYLDPPL,Chr. 1,4424392,4635870
AQED048,BNL6.32,yld1.2,TO:0000449,Yield,grain yield per plant,GRYLDPPL,Chr. 1,12280117,23118656
AQED019,BNL6.32,pl1.1,TO:0000040,Anatomy,panicle length,PNLG,Chr. 1,34955554,38894388
AQED020,BNL6.32,pl1.1,TO:0000040,Anatomy,panicle length,PNLG,Chr. 1,34955554,38894388
AQED041,BNL6.32,gw1.1,TO:0000382,Yield,1000-seed weight,TSDWT,Chr. 1,36734135,41541798
AQED042,BNL6.32,gw1.1,TO:0000382,Yield,1000-seed weight,TSDWT,Chr. 1,36734135,41541798
AQEE013,BNL6.32,,TO:0000222,Quality,head rice,HEADR,Chr. 1,35196573,41541798
AQEE040,BNL6.32,,TO:0000222,Quality,head rice,HEADR,Chr. 1,35196573,35196681
AQEE016,BNL6.32,,TO:0000381,Quality,cracked grain percentage,CRKGRPCENT,Chr. 1,5094276,12280327
AQEE017,BNL6.32,,TO:0000381,Quality,cracked grain percentage,CRKGRPCENT,Chr. 1,33053493,38894388
AQEE042,BNL6.32,,TO:0000381,Quality,cracked grain percentage,CRKGRPCENT,Chr. 1,35196573,35196681
AQEE025,BNL6.32,,TO:0000617,Quality,colored grain percentage,CLGRPCENT,Chr. 1,40166840,40167060
AQFE001,BNL6.32,dth1.1,TO:0000137,Development,days to heading,DTHD,Chr. 1,3050029,12301053
AQFE002,BNL6.32,dth1.1,TO:0000137,Development,days to heading,DTHD,Chr. 1,3050029,12301053
AQFE003,BNL6.32,dth1.1,TO:0000137,Development,days to heading,DTHD,Chr. 1,3050029,12301053
AQFE004,BNL6.32,dth1.1,TO:0000137,Development,days to heading,DTHD,Chr. 1,3050029,12301053
AQFE005,BNL6.32,dth1.2,TO:0000137,Development,days to heading,DTHD,Chr. 1,34937981,40567354
AQFE006,BNL6.32,dth1.2,TO:0000137,Development,days to heading,DTHD,Chr. 1,34937981,40567354
AQFE023,BNL6.32,gpp1.1,TO:0000445,Yield,grain number,GRNB,Chr. 1,4885844,7445919
AQFE024,BNL6.32,gpp1.2,TO:0000445,Yield,grain number,GRNB,Chr. 1,23971321,23971514
AQFE025,BNL6.32,gpp1.2,TO:0000445,Yield,grain number,GRNB,Chr. 1,23971321,23971514
AQFE026,BNL6.32,gpp1.2,TO:0000445,Yield,grain number,GRNB,Chr. 1,23971321,23971514
AQFE092,BNL6.32,ph1.1,TO:0000207,Vigor,plant height,PTHT,Chr. 1,11077466,11077990
AQFE093,BNL6.32,ph1.2,TO:0000207,Vigor,plant height,PTHT,Chr. 1,34937981,41541798
AQFE094,BNL6.32,ph1.2,TO:0000207,Vigor,plant height,PTHT,Chr. 1,34937981,41541798
AQFE057,BNL6.32,pss1.1,TO:0000455,Yield,seed set percent,SDSPCENT,Chr. 1,35196573,36734272
AQFE038,BNL6.32,spp1.1,TO:0000456,Yield,spikelet number,SPKNB,Chr. 1,4885844,7445919
AQFE039,BNL6.32,spp1.2,TO:0000456,Yield,spikelet number,SPKNB,Chr. 1,30737705,30737861
AQFE040,BNL6.32,spp1.2,TO:0000456,Yield,spikelet number,SPKNB,Chr. 1,30737705,30737861
AQFE049,BNL6.32,pl1.1,TO:0000040,Anatomy,panicle length,PNLG,Chr. 1,34937981,40567354
AQFE050,BNL6.32,pl1.1,TO:0000040,Anatomy,panicle length,PNLG,Chr. 1,34937981,40567354
AQFE051,BNL6.32,pl1.1,TO:0000040,Anatomy,panicle length,PNLG,Chr. 1,34937981,40567354
AQFE103,BNL6.32,sh1.1,TO:0000473,Anatomy,grain shattering,GRSH,Chr. 1,36734135,41541798
AQFE109,BNL6.32,grm1.1,TO:0000430,Vigor,germination speed,GERMSP,Chr. 1,23971321,23971514
AQFE067,BNL6.32,gw1.1,TO:0000269,Yield,100-grain weight,HGRWT,Chr. 1,40166840,41541798
AQFE068,BNL6.32,gw1.1,TO:0000269,Yield,100-grain weight,HGRWT,Chr. 1,40166840,41541798
AQFA003,BNL6.32,ac1.1,TO:0000196,Quality,amylose content,AMYCN,Chr. 1,9701793,9707307
AQFA011,BNL6.32,kw1.1,TO:0000402,Quality,grain width,GRWD,Chr. 1,41540722,41541798
AQFA009,BNL6.32,kl1.1,TO:0000734,Quality,grain length,GRLG,Chr. 1,33053493,33053654
AQBS001,BNL6.32,dth1.1,TO:0000137,Development,days to heading,DTHD,Chr. 1,3050029,3051265
AQBS036,BNL6.32,gpp1.1,TO:0000445,Yield,grain number,GRNB,Chr. 1,34937981,34940769
AQBS041,BNL6.32,gpl1.1,TO:0000445,Yield,grain number,GRNB,Chr. 1,23117968,23118656
AQBS029,BNL6.32,ppl1.1,TO:0000152,Yield,panicle number,PNNB,Chr. 1,23117968,23118656
AQBS016,BNL6.32,ph1.1,TO:0000207,Vigor,plant height,PTHT,Chr. 1,34937981,34940769
AQBS017,BNL6.32,ph1.2,TO:0000207,Vigor,plant height,PTHT,Chr. 1,3050029,3051265
AQBS031,BNL6.32,spp1.1,TO:0000456,Yield,spikelet number,SPKNB,Chr. 1,34937981,34940769
AQBS032,BNL6.32,spp1.2,TO:0000456,Yield,spikelet number,SPKNB,Chr. 1,3050029,3051265
AQBS035,BNL6.32,spl1.1,TO:0000456,Yield,spikelet number,SPKNB,Chr. 1,34937981,34940769
AQBS062,BNL6.32,yld1.1,TO:0000450,Yield,grain yield per panicle,GRYLDPPN,Chr. 1,23971321,23971514
AQBS022,BNL6.32,pl1.1,TO:0000040,Anatomy,panicle length,PNLG,Chr. 1,34937981,34940769
AQCR001,BNL6.32,yld1.1,TO:0000396,Yield,grain yield,GRYLD,Chr. 1,20598332,37887562
AQBS008,BNL6.32,dtm1.1,TO:0000469,Development,days to maturity,DTMT,Chr. 1,3050029,3051265
CQH1,BNL6.32,oa1.1,TO:0000507,Abiotic stress,osmotic adjustment capacity,OSADJCAP,Chr. 1,5094276,5095699
CQH2,BNL6.32,prt1.1,TO:0000090,Abiotic stress,penetrated root thickness,PENRTTH,Chr. 1,14799838,15812264
CQH3,BNL6.32,prt1.2,TO:0000090,Abiotic stress,penetrated root thickness,PENRTTH,Chr. 1,27118807,27119848
AQAA010,BNL6.32,qALRR-1-1,TO:0000516,Abiotic stress,relative root length,RELRTLG,Chr. 1,37887264,37887562
AQAA011,BNL6.32,qALRR-1-2,TO:0000516,Abiotic stress,relative root length,RELRTLG,Chr. 1,1405433,1405980
CQH4,BNL6.32,trdw1.1,TO:0000078,Vigor,root dry weight,RTDWT,Chr. 1,38530957,38531467
AQAA004,BNL6.32,qALSRL-1,TO:0000227,Anatomy,root length,RTLG,Chr. 1,38530957,38531467
AQR042,BNL6.32,,TO:0000306,Anatomy,root thickness,RTTH,Chr. 1,37887264,37887562
AQR009,BNL6.32,,TO:0000081,Abiotic stress,deep root dry weight,DRTDWT,Chr. 1,31426853,33053654
AQR025,BNL6.32,,TO:0000081,Abiotic stress,deep root dry weight,DRTDWT,Chr. 1,31426853,33053654
AQR017,BNL6.32,,TO:0000092,Abiotic stress,deep root to shoot ratio,DRTSHRO,Chr. 1,31426853,33958675
AQR018,BNL6.32,,TO:0000092,Abiotic stress,deep root to shoot ratio,DRTSHRO,Chr. 1,31426853,33958675
AQR019,BNL6.32,,TO:0000092,Abiotic stress,deep root to shoot ratio,DRTSHRO,Chr. 1,4543727,4545547
AQR032,BNL6.32,,TO:0000519,Abiotic stress,rooting depth,RTDP,Chr. 1,31426853,33053654
DQA1,BNL6.32,QCMS1.1,TO:0000467,Abiotic stress,cell membrane stability,CELMBSTB,Chr. 1,37887264,37887562
