"Subject","Predicate","Object","Provenance","Score"
"get2 (saccharomyces cerevisiae s288c)","is functionally related to","10-methyl-4-oxo-4,10-dihydrophenazin-5-ium","S000154357|YGR206W|acetic acid (140 mM)","9.7951"
"get2 (saccharomyces cerevisiae s288c)","binds with","yer084w (saccharomyces cerevisiae s288c)","S000156575|YGR206W|cleisthantin derivative","9.7576"
"get2 (saccharomyces cerevisiae s288c)","binds with","get2 (saccharomyces cerevisiae s288c)","23416056","9.6326"
"get2 (saccharomyces cerevisiae s288c)","binds with","get2 (saccharomyces cerevisiae s288c)","S000114261|YLR309C|sirolimus (1.3 nM)","9.6326"
"get2 (saccharomyces cerevisiae s288c)","binds with","get1 (saccharomyces cerevisiae s288c)","STRING-db4932.YBR115C","9.5571"
"get2 (saccharomyces cerevisiae s288c)","binds with","pdr10 (saccharomyces cerevisiae s288c)","11943786","9.3433"
"get2 (saccharomyces cerevisiae s288c)","binds with","10-methyl-4-oxo-4,10-dihydrophenazin-5-ium","14605211","9.7951"
"get2 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","NA","9.675"
"get2 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","16415861","9.675"
"get2 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000131816|YIR018W|quinine","9.2744"
"get2 (saccharomyces cerevisiae s288c)","binds with","pomecin a","S000081669|YGR206W|wortmannin","9.8542"
"get2 (saccharomyces cerevisiae s288c)","binds with","pomecin a","STRING-db4932.YDR520C","9.8542"
"get2 (saccharomyces cerevisiae s288c)","gene product variant increases","ccs1 (saccharomyces cerevisiae s288c)","S000176723|YPL002C|methylmercury chloride (60 nM)","10.1674"
"get2 (saccharomyces cerevisiae s288c)","gene product variant increases","oxaliplatin","STRING-db4932.YPL002C","8.9869"
"get2 (saccharomyces cerevisiae s288c)","gene product variant decreases","4-chlorophenol, nickel (+2) salt","NA","9.7022"
"get2 (saccharomyces cerevisiae s288c)","gene product variant decreases","4-chlorophenol, nickel (+2) salt","STRING-db4932.YKL002W","9.7022"
"get2 (saccharomyces cerevisiae s288c)","gene product variant decreases","ser3 (saccharomyces cerevisiae s288c)","23828602","9.6032"
"get2 (saccharomyces cerevisiae s288c)","gene product variant decreases","ser3 (saccharomyces cerevisiae s288c)","STRING-db4932.YLR309C","9.6032"
"get2 (saccharomyces cerevisiae s288c)","gene product variant decreases","yer084w (saccharomyces cerevisiae s288c)","26692264","9.7576"
"get2 (saccharomyces cerevisiae s288c)","gene product variant decreases","ccs1 (saccharomyces cerevisiae s288c)","23358190","10.1674"
"get2 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","18355271","9.2744"
"rpp1 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","NA","9.7107"
"rpp1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","12149442","9.7107"
"inm1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000156575|YML062C|radicicol","9.8005"
"yel068c (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","STRING-db4932.YLR031W","9.1876"
"yel068c (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","23416056","9.1876"
"hygrolidin","is functionally related to","resistance to chemicals","STRING-db4932.YKL002W","10.0429"
"hygrolidin","gene product variant decreases","resistance to chemicals","S000087043|YOR115C|L-1,4-dithiothreitol (32 mM)","10.0429"
"soraphen a","gene product variant decreases","resistance to chemicals","S000155100|YCR069W|miconazole (1000 ug/ml)","9.6013"
"valinomycin","binds with","resistance to chemicals","S000082079|YLR240W|cyclosporin A (150 ug/ml)","10.1847"
"smc6 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","S000148685|YOL015W|hygromycin B (0.075 ug/ml)","9.7404"
"gdh3 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000130347|YOR328W|Calcofluor White (3 ug/ml)","9.9357"
"hsp60 (saccharomyces cerevisiae s288c)","is adjacent to","yor289w (saccharomyces cerevisiae s288c)","23403841","9.3888"
"hsp60 (saccharomyces cerevisiae s288c)","binds with","ylr257w (saccharomyces cerevisiae s288c)","16061773","9.696"
"hsp60 (saccharomyces cerevisiae s288c)","binds with","hnt2 (saccharomyces cerevisiae s288c)","STRING-db4932.YPL027W","9.7233"
"hsp60 (saccharomyces cerevisiae s288c)","binds with","rim2 (saccharomyces cerevisiae s288c)","23403841","9.2481"
"hsp60 (saccharomyces cerevisiae s288c)","binds with","ykr070w (saccharomyces cerevisiae s288c)","STRING-db4932.YMR147W","9.1343"
"hsp60 (saccharomyces cerevisiae s288c)","gene product variant increases","ydl144c (saccharomyces cerevisiae s288c)","STRING-db4932.YMR253C","9.5339"
"hsp60 (saccharomyces cerevisiae s288c)","gene product variant decreases","ylr030w (saccharomyces cerevisiae s288c)","STRING-db4932.YBR250W","9.2145"
"hsp60 (saccharomyces cerevisiae s288c)","gene product variant decreases","sor2 (saccharomyces cerevisiae s288c)","21880895","9.2328"
"hsp60 (saccharomyces cerevisiae s288c)","gene product variant decreases","thi20 (saccharomyces cerevisiae s288c)","23403841","8.9185"
"hsp60 (saccharomyces cerevisiae s288c)","gene product variant does not result in abnormal","ngl1 (saccharomyces cerevisiae s288c)","STRING-db4932.YJR115W","9.6352"
"irc20 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","S000119490|YBL057C|L-canavanine|azetidine","9.8481"
"ady2 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000156575|YNL004W|nigericin","9.9454"
"hac1 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","STRING-db4932.YML062C","9.6903"
"adp1 (saccharomyces cerevisiae s288c)","is adjacent to","sop4 (saccharomyces cerevisiae s288c)","S000156575|YLR204W|enniatin (enniatin derivative)","9.782"
"adp1 (saccharomyces cerevisiae s288c)","is functionally related to","erg27 (saccharomyces cerevisiae s288c)","S000061823|YJL065C|diethyl maleate","9.7516"
"adp1 (saccharomyces cerevisiae s288c)","binds with","smf2 (saccharomyces cerevisiae s288c)","24360837","8.6844"
"adp1 (saccharomyces cerevisiae s288c)","binds with","use1 (saccharomyces cerevisiae s288c)","15883373","9.8069"
"adp1 (saccharomyces cerevisiae s288c)","binds with","ynl011c (saccharomyces cerevisiae s288c)","S000061823|YJL065C|2,2'-bipyridine","9.6703"
"adp1 (saccharomyces cerevisiae s288c)","binds with","st. john's wort extract","24968945","9.0141"
"adp1 (saccharomyces cerevisiae s288c)","gene product variant increases","ydr524c-b (saccharomyces cerevisiae s288c)","STRING-db4932.YML062C","9.4373"
"adp1 (saccharomyces cerevisiae s288c)","gene product variant increases","ady2 (saccharomyces cerevisiae s288c)","STRING-db4932.YNL004W","9.8675"
"adp1 (saccharomyces cerevisiae s288c)","gene product variant decreases","mrl1 (saccharomyces cerevisiae s288c)","STRING-db4932.YNL288W","8.8648"
"adp1 (saccharomyces cerevisiae s288c)","gene product variant does not result in abnormal","dpm1 (saccharomyces cerevisiae s288c)","23358190","9.6161"
"vrp1 (saccharomyces cerevisiae s288c)","binds with","concanamycin a","16729036","9.5121"
"vrp1 (saccharomyces cerevisiae s288c)","binds with","spo77 (saccharomyces cerevisiae s288c)","NA","9.5428"
"vrp1 (saccharomyces cerevisiae s288c)","binds with","sla2 (saccharomyces cerevisiae s288c)","26357016","9.9008"
"vrp1 (saccharomyces cerevisiae s288c)","binds with","asg1 (saccharomyces cerevisiae s288c)","S000082079|YLR240W|cyclosporin A (150 ug/ml)","9.6312"
"vrp1 (saccharomyces cerevisiae s288c)","binds with","enniatin","NA","9.3252"
"vrp1 (saccharomyces cerevisiae s288c)","binds with","everolimus","24360837","9.5581"
"vrp1 (saccharomyces cerevisiae s288c)","gene product variant increases","ylr278c (saccharomyces cerevisiae s288c)","S000082079|YLR240W|cyclosporin A (150 ug/ml)","9.5581"
"vrp1 (saccharomyces cerevisiae s288c)","gene product variant increases","sgd1 (saccharomyces cerevisiae s288c)","S000082079|YLR240W|cyclosporin A (150 ug/ml)","9.5428"
"vrp1 (saccharomyces cerevisiae s288c)","gene product variant decreases","prk1 (saccharomyces cerevisiae s288c)","NA","9.6889"
"vrp1 (saccharomyces cerevisiae s288c)","gene product variant decreases","ark1 (saccharomyces cerevisiae s288c)","S000082079|YLR240W|cyclosporin A (150 ug/ml)","9.1094"
"gpb2 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","21724935","9.8115"
"spp382 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000135573|YGR256W|amitrole (22 mg/ml)","9.6556"
"alt1 (saccharomyces cerevisiae s288c)","affects","resistance to chemicals","S000082079|YLR240W|cyclosporin A (150 ug/ml)","9.5338"
"ylr031w (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","STRING-db4932.YJR143C","9.3511"
"ylr031w (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","STRING-db4932.YLR182W","9.2707"
"ucc1 (saccharomyces cerevisiae s288c)","is adjacent to","ylr352w (saccharomyces cerevisiae s288c)","20726898","9.7781"
"ucc1 (saccharomyces cerevisiae s288c)","is adjacent to","ydr131c (saccharomyces cerevisiae s288c)","19144191","9.722"
"ucc1 (saccharomyces cerevisiae s288c)","is functionally related to","chloro(methyl)mercury","27073846","9.5316"
"ucc1 (saccharomyces cerevisiae s288c)","affects","mfb1 (saccharomyces cerevisiae s288c)","NA","9.4468"
"ucc1 (saccharomyces cerevisiae s288c)","binds with","ylr225c (saccharomyces cerevisiae s288c)","19503795","9.3253"
"ucc1 (saccharomyces cerevisiae s288c)","binds with","ylr225c (saccharomyces cerevisiae s288c)","S000123910|YLR021W|L-canavanine (1-2 ug/ml)","9.3253"
"ucc1 (saccharomyces cerevisiae s288c)","binds with","hrt3 (saccharomyces cerevisiae s288c)","17707236","9.8633"
"ucc1 (saccharomyces cerevisiae s288c)","binds with","hrt3 (saccharomyces cerevisiae s288c)","24360837","9.8633"
"ucc1 (saccharomyces cerevisiae s288c)","binds with","saf1 (saccharomyces cerevisiae s288c)","16061773","9.6305"
"ucc1 (saccharomyces cerevisiae s288c)","binds with","ydr306c (saccharomyces cerevisiae s288c)","STRING-db4932.YPL023C","9.6926"
"ucc1 (saccharomyces cerevisiae s288c)","binds with","mnd2 (saccharomyces cerevisiae s288c)","STRING-db4932.YKL206C","9.7764"
"ucc1 (saccharomyces cerevisiae s288c)","binds with","sgt1 (saccharomyces cerevisiae s288c)","17986252","9.6798"
"ucc1 (saccharomyces cerevisiae s288c)","binds with","chloro(methyl)mercury","20691087","9.5316"
"ucc1 (saccharomyces cerevisiae s288c)","gene product variant increases","saf1 (saccharomyces cerevisiae s288c)","S000123910|YLR021W|4-nitroquinoline N-oxide (0.4 ug/ml)","9.6305"
"ucc1 (saccharomyces cerevisiae s288c)","gene product variant increases","mfb1 (saccharomyces cerevisiae s288c)","STRING-db4932.YIL076W","9.4468"
"ucc1 (saccharomyces cerevisiae s288c)","gene product variant increases","sgt1 (saccharomyces cerevisiae s288c)","23416056","9.6798"
"ucc1 (saccharomyces cerevisiae s288c)","gene product variant decreases","ylr352w (saccharomyces cerevisiae s288c)","23416056","9.7781"
"ucc1 (saccharomyces cerevisiae s288c)","gene product variant decreases","ydr306c (saccharomyces cerevisiae s288c)","STRING-db4932.YOR197W","9.6926"
"ucc1 (saccharomyces cerevisiae s288c)","gene product variant decreases","mnd2 (saccharomyces cerevisiae s288c)","STRING-db4932.YPL010W","9.7764"
"ucc1 (saccharomyces cerevisiae s288c)","gene product variant does not result in abnormal","ydr131c (saccharomyces cerevisiae s288c)","20691087","9.722"
"swi6 (saccharomyces cerevisiae s288c)","is adjacent to","msa2 (saccharomyces cerevisiae s288c)","STRING-db4932.YBR050C","9.4151"
"swi6 (saccharomyces cerevisiae s288c)","is adjacent to","syh1 (saccharomyces cerevisiae s288c)","24968945","9.0397"
"swi6 (saccharomyces cerevisiae s288c)","is adjacent to","trans-2-enoyl-opc8-coa","STRING-db4932.YCL008C","9.7415"
"swi6 (saccharomyces cerevisiae s288c)","is functionally related to","syh1 (saccharomyces cerevisiae s288c)","S000153496|YLR454W|chitosan (1.5 mg/ml)","9.0397"
"swi6 (saccharomyces cerevisiae s288c)","binds with","ypr147c (saccharomyces cerevisiae s288c)","23416056","9.7473"
"swi6 (saccharomyces cerevisiae s288c)","binds with","ypr147c (saccharomyces cerevisiae s288c)","STRING-db4932.YCL008C","9.7473"
"swi6 (saccharomyces cerevisiae s288c)","binds with","msa2 (saccharomyces cerevisiae s288c)","STRING-db4932.YCL008C","9.4151"
"swi6 (saccharomyces cerevisiae s288c)","binds with","ymr144w (saccharomyces cerevisiae s288c)","S000062503|YPL175W|Calcofluor White (1 mg/ml)","9.447"
"swi6 (saccharomyces cerevisiae s288c)","binds with","msa1 (saccharomyces cerevisiae s288c)","15883373","10.0203"
"swi6 (saccharomyces cerevisiae s288c)","binds with","msa1 (saccharomyces cerevisiae s288c)","S000153417|YNL086W|L-canavanine (2 ug/ml)","10.0203"
"swi6 (saccharomyces cerevisiae s288c)","binds with","trans-2-enoyl-opc8-coa","S000126482|YPL091W|selenite(2-)","9.7415"
"swi6 (saccharomyces cerevisiae s288c)","binds with","trans-2-enoyl-opc4-coa","S000126482|YPL091W|selenite(2-)","9.7723"
"swi6 (saccharomyces cerevisiae s288c)","binds with","trans-2-enoyl-opc4-coa","S000176422|YJL172W|7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521)","9.7723"
"swi6 (saccharomyces cerevisiae s288c)","gene product variant increases","ymr144w (saccharomyces cerevisiae s288c)","STRING-db4932.YGR129W","9.447"
"swi6 (saccharomyces cerevisiae s288c)","gene product variant increases","n,n,n',n'-tetramethylazodicarboxamide","S000147087|YNL086W|methyl methanesulfonate","9.9596"
"swi6 (saccharomyces cerevisiae s288c)","gene product variant increases","trans,cis-lauro-2,6-dienoyl-coa","NA","10.0396"
"swi6 (saccharomyces cerevisiae s288c)","gene product variant decreases","n,n,n',n'-tetramethylazodicarboxamide","20691087","9.9596"
"swi6 (saccharomyces cerevisiae s288c)","gene product variant decreases","trans-2-enoyl-opc6-coa","20691087","9.6059"
"swi6 (saccharomyces cerevisiae s288c)","gene product variant decreases","trans-2-enoyl-opc6-coa","S000132355|YNL048W|Calcofluor White (5 ug/ml)","9.6059"
"swi6 (saccharomyces cerevisiae s288c)","gene product variant decreases","trans,cis-lauro-2,6-dienoyl-coa","STRING-db4932.YCL008C","10.0396"
"ycl042w (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000152473|YGR023W|benzo[a]pyrene","10.2392"
"fub1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","21978764","9.6913"
"fub1 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","STRING-db4932.YIL076W","9.6913"
"ycr043c (saccharomyces cerevisiae s288c)","affects","resistance to chemicals","NA","9.0831"
"xdj1 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","S000082079|YLR240W|cyclosporin A (150 ug/ml)","9.8005"
"ubr2 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","S000142378|YOR034C|cycloheximide (0.18 uM)","10.6434"
"vps34 (saccharomyces cerevisiae s288c)","is functionally related to","(3s,6s,9s,12r,15s,18s,21s,24s,30s,33s)-33-[(2r,3r)-5-acetyl-3-methyl-tetrahydrofuran-2-yl]-30-ethyl-6,9,18,24-tetraisobutyl-3,21-diisopropyl-1,4,7,10,12,15,19,25,28-nonamethyl-1,4,7,10,13,16,19,22,25,28,31-undecazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone","S000156575|YDR495C|cladoniamide derivative","11.4725"
"vps34 (saccharomyces cerevisiae s288c)","is functionally related to","(3s,6s,9s,12r,15s,18s,21s,24s,30s,33s)-30-ethyl-33-[(1r,3r,4r,6r)-1-hydroxy-4-methyl-2-oxabicyclo[4.2.0]oct-3-yl]-6,9,18,24-tetraisobutyl-3,21-diisopropyl-1,4,7,10,12,15,19,25,28-nonamethyl-1,4,7,10,13,16,19,22,25,28,31-undecaazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone","S000156575|YEL009C|tavaborole","11.5276"
"vps34 (saccharomyces cerevisiae s288c)","affects","atg38 (saccharomyces cerevisiae s288c)","S000128505|YAL012W|elisidepsin (250 ug/ml; synthetic cyclic depsipeptide related to natural kahalalides)","9.1049"
"vps34 (saccharomyces cerevisiae s288c)","binds with","atg38 (saccharomyces cerevisiae s288c)","23403841","9.1049"
"vps34 (saccharomyces cerevisiae s288c)","binds with","bit2 (saccharomyces cerevisiae s288c)","23290995","9.792"
"vps34 (saccharomyces cerevisiae s288c)","binds with","bit2 (saccharomyces cerevisiae s288c)","S000152473|YDR321W|benzo[a]pyrene","9.792"
"vps34 (saccharomyces cerevisiae s288c)","binds with","(3s,6s,9s,12r,15s,18s,21s,24s,30s,33s)-30-ethyl-33-[(1r,2r)-1-hydroxy-2-methyl-4,5-heptadien-1-yl]-6,9,18,24-tetraisobutyl-3,21-diisopropyl-1,4,7,10,12,15,19,25,28-nonamethyl-1,4,7,10,13,16,19,22,25,28,31-undecaazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone","23403841","11.3338"
"vps34 (saccharomyces cerevisiae s288c)","binds with","selenium(2+)","15883373","9.3674"
"vps34 (saccharomyces cerevisiae s288c)","binds with","selenium(2+)","STRING-db4932.YPL236C","9.3674"
"vps34 (saccharomyces cerevisiae s288c)","binds with","(12r)-30-ethyl-33-[(1r,2r,4e)-1-hydroxy-2-methylhex-4-en-1-yl]-6,9,18,24-tetraisobutyl-3,21-diisopropyl-1,4,7,10,12,15,19,25,28-nonamethyl-1,4,7,10,13,16,19,22,25,28,31-undecaazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone","19633105","10.6977"
"vps34 (saccharomyces cerevisiae s288c)","binds with","(12r)-30-ethyl-33-[(1r,2r,4e)-1-hydroxy-2-methylhex-4-en-1-yl]-6,9,18,24-tetraisobutyl-3,21-diisopropyl-1,4,7,10,12,15,19,25,28-nonamethyl-1,4,7,10,13,16,19,22,25,28,31-undecaazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone","S000081669|YDR415C|wortmannin","10.6977"
"vps34 (saccharomyces cerevisiae s288c)","binds with","(3s,6s,9s,12r,15s,18s,21s,24s,30s,33s)-30-ethyl-33-[(1r,2r)-1-hydroxy-2-methyl-3-(2-methylcyclopropyl)propyl]-6,9,18,24-tetraisobutyl-3,21-diisopropyl-1,4,7,10,12,15,19,25,28-nonamethyl-1,4,7,10,13,16,19,22,25,28,31-undecaazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone","S000081669|YDR415C|sirolimus","11.2273"
"vps34 (saccharomyces cerevisiae s288c)","binds with","(3s,6s,9s,12r,15s,18s,21s,24s,30s,33s)-30-ethyl-33-[(1r,3r,4r,6r)-1-hydroxy-4-methyl-2-oxabicyclo[4.2.0]oct-3-yl]-6,9,18,24-tetraisobutyl-3,21-diisopropyl-1,4,7,10,12,15,19,25,28-nonamethyl-1,4,7,10,13,16,19,22,25,28,31-undecaazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone","NA","11.5276"
"vps34 (saccharomyces cerevisiae s288c)","gene product variant increases","(3s,6s,9s,12r,15s,18s,21s,24s,30s,33s)-30-ethyl-33-[(1r,2r)-1-hydroxy-2-methyl-4,5-heptadien-1-yl]-6,9,18,24-tetraisobutyl-3,21-diisopropyl-1,4,7,10,12,15,19,25,28-nonamethyl-1,4,7,10,13,16,19,22,25,28,31-undecaazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone","24260565","11.3338"
