DrugBankID;Drug;Disease;Palliative;InFDAlabel;RelativeEfficacyRE;GeneID1;GeneID2;GeneID3;GeneID4;GeneID5;GeneID6;GeneID7;GeneID8;GeneID9;GeneID10;GeneID11;GeneID12;GeneID13;GeneID14;GeneID15;GeneID16;GeneID17;GeneID18;GeneID19;GeneID20;GeneID21;GeneID22;GeneID23;GeneID24;GeneID25;IndicationfromDailyMed
DB01050;Ibuprofen;arthritis;1;1;0;1080;596;7056;5327;5742;5743;2169;5468; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;temporarily relieves minor aches and pains due to: headache toothecahe backache menstrual cramps the common cold muscular aches minor pain of arthritis headache toothecahe backache menstrual cramps the common cold muscular aches minor pain of arthritis temporarily reduces fever
DB01064;Isoproterenol;arrhythmias cardiac;0;1;NA;8503;155;5594;5296;5295;153;154; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Isoproterenol hydrochloride injection is indicated:  For mild or transient episodes of heart block that do not require electric shock or pacemaker therapy.  For serious episodes of heart block and Adams-Stokes attacks (except when caused by ventricular tachycardia or fibrillation). (See CONTRAINDICATIONS.)  For use in cardiac arrest until electric shock or pacemaker therapy, the treatments of choice, is available. (See CONTRAINDICATIONS.)  For bronchospasm occurring during anesthesia.  As an adjunct to fluid and electrolyte replacement therapy and the use of other drugs and procedures in the treatment of hypovolemic and septic shock, low cardiac output (hypoperfusion) states, congestive heart failure, and cardiogenic shock. (See WARNINGS.)
DB01068;Clonazepam;epilepsy;0;1;0,65873;2569;2554;2555;2556;2557;2561;2560;2563;2562;2565;2567;2566;2570;706; ; ; ; ; ; ; ; ; ; ; ;"""Clonazepam is useful alone or as an adjunct in the treatment of the Lennox-Gastaut syndrome (petit mal variant), akinetic and myoclonic seizures. In patients with absence seizures (petit mal) who have failed to respond to succinimides, clonazepam may be useful. In some studies, up to 30% of patients have shown a loss of anticonvulsant activity, often within 3 months of administration. In some cases, dosage adjustment may re-establish efficacy. Clonazepam is indicated for the treatment of panic disorder, with or without agoraphobia, as defined in DSM-IV. Panic disorder is characterized by the occurrence of unexpected panic attacks and associated concern about having additional attacks, worry about the implications or consequences of the attacks, and/or a significant change in behavior related to the attacks. The efficacy of clonazepam was established in two 6- to 9-week trials in panic disorder patients whose diagnoses corresponded to the DSM-IIIR category of panic disorder (see CLINICAL PHARMACOLOGY: Clinical Trials). Panic disorder (DSM-IV) is characterized by recurrent unexpected panic attacks, i.e., a discrete period of intense fear or discomfort in which four (or more) of the following symptoms develop abruptly and reach a peak within 10 minutes: (1) palpitations, pounding heart or accelerated heart rate"
DB01069;Promethazine;hypersensitivity;0;1;0,8;1128;1129;1813;1133;1132;1131;148;3356;3269;801; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Promethazine HCl Suppositories are useful for: Perennial and seasonal allergic rhinitis. Vasomotor rhinitis. Allergic conjunctivitis due to inhalant allergens and foods. Mild, uncomplicated allergic skin manifestations of urticaria and angioedema. Amerlioration of allergic reactions to blood or plasma. Dermographism. Anaphylactic reactions, as adjunctive therapy to epinephrine and other standard measures, after the acute manifestations have been controlled. Preoperative, postoperative, or obstetric sedation. Prevention and control of nausea and vomiting associated with certain types of anesthesia and surgery. Therapy adjunctive to meperidine or other analgesics for control of postoperative pain. Sedation in both children and adults, as well as relief of apprehension and production of light sleep from which the patient can be easily aroused. Active and prophylactic treatment of motion sickness. Antiemetic therapy in postoperative patients.
DB01073;Fludarabine;lymphoma;0;0;0,953125;6240;1633;5422; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Fludarabine Phosphate for Injection, USP is indicated for the treatment of adult patients with B-cell chronic lymphocytic leukemia (CLL) who have not responded to or whose disease has progressed during treatment with at least one standard alkylating-agent containing regimen. The safety and effectiveness of Fludarabine Phosphate for Injection, USP in previously untreated or non-refractory patients with CLL have not been established.
DB01075;Diphenhydramine;hypersensitivity;1;1;0,175676;3269; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;temporarily relieves these symptoms due to hay fever or other upper respiratory allergies: runny nose sneezing itchy, watery eyes itching of the nose or throat
DB01076;Atorvastatin;cardiovascular diseases;0;1;NA;196;1803;3156; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;LIPITOR is an inhibitor of HMG-CoA reductase (statin) indicated as an adjunct therapy to diet to: Reduce the risk of MI, stroke, revascularization procedures, and angina in patients without CHD, but with multiple risk factors (1.1). Reduce the risk of MI and stroke in patients with type 2 diabetes without CHD, but with multiple risk factors (1.1). Reduce the risk of non-fatal MI, fatal and non-fatal stroke, revascularization procedures, hospitalization for CHF, and angina in patients with CHD (1.1). Reduce elevated total-C, LDL-C, apo B, and TG levels and increase HDL-C in adult patients with primary hyperlipidemia (heterozygous familial and nonfamilial) and mixed dyslipidemia (1.2). Reduce elevated TG in patients with hypertriglyceridemia and primary dysbetalipoproteinemia (1.2). Reduce total-C and LDL-C in patients with homozygous familial hypercholesterolemia (HoFH) (1.2). Reduce elevated total-C, LDL-C, and apo B levels in boys and postmenarchal girls, 10 to 17 years of age, with heterozygous familial hypercholesterolemia after failing an adequate trial of diet therapy (1.2). Limitations of Use LIPITOR has not been studied in Fredrickson Types I and V dyslipidemias.
DB01080;Vigabatrin;epilepsy;0;1;0,578125;2550;18; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;SABRIL is an antiepileptic drug (AED) indicated for: Refractory Complex Partial Seizures in patients 10 years of age. It should be used as adjunctive therapy in patients who have responded inadequately to several alternative treatments (1.1). Infantile Spasms - monotherapy in infants 1 month to 2 years of age (1.2).
DB01083;Orlistat;diabetes mellitus;0;0;NA;5406;2194;8513; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;XENICAL is a reversible inhibitor of gastrointestinal lipases indicated for obesity management including weight loss and weight maintenance when used in conjunction with a reduced-calorie diet. (1) XENICAL is also indicated to reduce the risk for weight regain after prior weight loss. (1)
DB01085;Pilocarpine;head and neck neoplasms;1;1;NA;1128;1129;1131; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"""Pilocarpine hydrochloride tablets are indicated for 1) the treatment of symptoms of dry mouth from salivary gland hypofunction caused by radiotherapy for cancer of the head and neck"
DB01097;Leflunomide;arthritis rheumatoid;1;1;0,301075;196;2185; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Leflunomide tablets USP are indicated in adults for the treatment of active rheumatoid arthritis (RA): to reduce signs and symptoms to inhibit structural damage as evidenced by X-ray erosions and joint space narrowing to improve physical function. (See CLINICAL STUDIES.) Aspirin, non-steroidal anti-inflammatory agents and/or low dose corticosteroids may be continued during treatment with leflunomide tablets USP (see PRECAUTIONS, Drug Interactions, NSAIDs). The combined use of leflunomide tablets USP with antimalarials, intramuscular or oral gold, D penicillamine, azathioprine, or methotrexate has not been adequately studied (see WARNINGS, Immunosuppression Potential/Bone Marrow Suppression).
DB01101;Capecitabine;breast neoplasms;0;1;0,907975;7298; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;XELODA (capecitabine) is a nucleoside metabolic inhibitor with antineoplastic activity indicated for: Adjuvant Colon Cancer (1.1)  Patients with Dukes' C colon cancer Patients with Dukes' C colon cancer Metastatic Colorectal Cancer (1.1)  First-line as monotherapy when treatment with fluoropyrimidine therapy alone is preferred First-line as monotherapy when treatment with fluoropyrimidine therapy alone is preferred Metastatic Breast Cancer (1.2)  In combination with docetaxel after failure of prior anthracycline-containing therapy  As monotherapy in patients resistant to both paclitaxel and an anthracycline-containing regimen In combination with docetaxel after failure of prior anthracycline-containing therapy As monotherapy in patients resistant to both paclitaxel and an anthracycline-containing regimen
DB01113;Papaverine;arterial occlusive diseases;0;0;NA;5142;10846; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"""Papaverine is recommended in various conditions accompanied by spasm of smooth muscle, such as vascular spasm associated with acute myocardial infarction (coronary occlusion), angina pectoris, peripheral and pulmonary embolism, peripheral vascular disease in which there is a vasospastic element, or certain cerebral angiospastic states"
DB01114;Chlorpheniramine;hypersensitivity;1;1;NA;3269;6532;6530;6531; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;temporarily relieves the following symptoms due to hay fever or other upper respiratory allergies: sneezing runny nose itchy, watery eyes itching of the nose or throat
DB01118;Amiodarone;arrhythmias cardiac;0;1;0,74359;8912;9254;153;3757; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Because of its life-threatening side effects and the substantial management difficulties associated with its use (see WARNINGS below), amiodarone hydrochloride tablets are indicated only for the treatment of the following documented, life-threatening recurrent ventricular arrhythmias when these have not responded to documented adequate doses of other available antiarrhythmics or when alternative agents could not be tolerated. Recurrent ventricular fibrillation. Recurrent hemodynamically unstable ventricular tachycardia. As is the case for other antiarrhythmic agents, there is no evidence from controlled trials that the use of amiodarone hydrochloride tablets favorably affects survival. Amiodarone hydrochloride tablets should be used only by physicians familiar with and with access to (directly or through referral) the use of all available modalities for treating recurrent life-threatening ventricular arrhythmias and who have access to appropriate monitoring facilities, including in-hospital and ambulatory continuous electrocardiographic monitoring and electrophysiologic techniques. Because of the life-threatening nature of the arrhythmias treated, potential interactions with prior therapy, and potential exacerbation of the arrhythmia, initiation of therapy with amiodarone hydrochloride tablets should be carried out in the hospital.
DB01119;Diazoxide;hyperinsulinism;0;1;NA;3767;760;3778;6559;476;759; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;PROGLYCEM (ORAL DIAZOXIDE) is useful in the management of hypoglycemia due to hyperinsulinism associated with the following conditions: Adults: Inoperable islet cell adenoma or carcinoma, or extrapancreatic malignancy. Infants and Children: Leucine sensitivity, islet cell hyperplasia, nesidioblastosis, extrapancreatic malignancy, islet cell adenoma, or adenomatosis. PROGLYCEM  may be used preoperatively as a temporary measure, and postoperatively, if hypoglycemia persists. PROGLYCEM should be used only after a diagnosis of hypoglycemia due to one of the above conditions has been definitely established. When other specific medical therapy or surgical management either has been unsuccessful or is not feasible, treatment with PROGLYCEM should be considered.
DB01120;Gliclazide;diabetes mellitus;0;0;0,842857;6833;7422; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
DB01124;Tolbutamide;diabetes mellitus type 2;0;1;NA;6833;3758; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Tolbutamide tablets are indicated as an adjunct to diet to lower the blood glucose in patients with non-insulin-dependent diabetes mellitus (type II) whose hyperglycemia cannot be controlled by diet alone. In initiating treatment for non-insulin-dependent diabetes, diet should be emphasized as the primary form of treatment. Caloric restriction and weight loss are essential in the obese diabetic patient. Proper dietary management alone may be effective in controlling the blood glucose and symptoms of hyperglycemia. The importance of regular physical activity should also be stressed, and cardiovascular risk factors should be identified and corrective measures taken where possible. If this treatment program fails to reduce symptoms and/or blood glucose, the use of an oral sulfonylurea or insulin should be considered. Use of tolbutamide tablets must be viewed by both the physician and patient as a treatment in addition to diet, and not as a substitute for diet or as a convenient mechanism for avoiding dietary restraint. Furthermore, loss of blood glucose control on diet alone may be transient, thus requiring only short-term administration of tolbutamide tablets. During maintenance programs, tolbutamide tablets should be discontinued if satisfactory lowering of blood glucose is no longer achieved. Judgments should be based on regular clinical and laboratory evaluations. In considering the use of tolbutamide tablets in asymptomatic patients, it should be recognized that controlling the blood glucose in non-insulin dependent diabetes has not been definitely established to be effective in preventing the long-term cardiovascular or neural complications of diabetes.
DB01128;Bicalutamide;prostatic neoplasms;0;1;0,781955;367; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Bicalutamide tablets 50 mg is an androgen receptor inhibitor indicated for use in combination therapy with a luteinizing hormone-releasing hormone (LHRH) analog for the treatment of Stage D2 metastatic carcinoma of the prostate. Bicalutamide tablets 150 mg daily is not approved for use alone or with other treatments. (1)
DB01132;Pioglitazone;diabetes mellitus;0;1;0,817457;5468; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Pioglitazone hydrochloride tablets are a thiazolidinedione and an agonist for peroxisome proliferator-activated receptor (PPAR) gamma indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus in multiple clinical settings. (1.1, 14) Important Limitation of Use: Not for treatment of type 1 diabetes or diabetic ketoacidosis. ( 1.2)
DB01137;Levofloxacin;bacterial infections;0;1;0,936709;7153; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Levofloxacin tablets are a fluoroquinolone antibacterial indicated in adults ( 18 years of age) with infections caused by designated, susceptible bacteria (1, 12.4). Pneumonia: nosocomial ( 1.1) and community acquired ( 1.2, 1.3) Acute bacterial sinusitis ( 1.4) Acute bacterial exacerbation of chronic bronchitis ( 1.5) Skin and skin structure infections: complicated ( 1.6) and uncomplicated ( 1.7) Chronic bacterial prostatitis ( 1.8) Urinary tract infections: complicated ( 1.9, 1.10) and uncomplicated ( 1.12) Acute pyelonephritis ( 1.11) Inhalational anthrax, post-exposure ( 1.13) Plague ( 1.14)
DB01138;Sulfinpyrazone;coronary disease;0;0;NA;1244; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
DB01169;Arsenic trioxide;leukemia;0;1;NA;5595;5594;7296;3725;207;595;3551; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"""TRISENOX is an arsenical indicated for induction of remission and consolidation in patients with acute promyelocytic leukemia (APL) who are refractory to, or have relapsed from, retinoid and anthracycline chemotherapy, and whose APL is characterized by the presence of the t(15"
DB01182;Propafenone;arrhythmias cardiac;0;1;0;6331;3757; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;In patients without structural heart disease, propafenone is indicated to prolong the time to recurrence of paroxysmal atrial fibrillation/flutter (PAF) associated with disabling symptoms. paroxysmal supraventricular tachycardia (PSVT) associated with disabling symptoms. As with other agents, some patients with atrial flutter treated with propafenone have developed 1:1 conduction, producing an increase in ventricular rate. Concomitant treatment with drugs that increase the functional AV refractory period is recommended. The use of propafenone HCl in patients with chronic atrial fibrillation has not been evaluated. Propafenone HCl should not be used to control ventricular rate during atrial fibrillation. Propafenone HCl is also indicated for the treatment of documented ventricular arrhythmias, such as sustained ventricular tachycardia, that, in the judgment of the physician, are life-threatening. Because of the proarrhythmic effects of propafenone HCl, its use with lesser ventricular arrhythmias is not recommended, even if patients are symptomatic, and any use of the drug should be reserved for patients in whom, in the opinion of the physician, the potential benefits outweigh the risks. Initiation of propafenone HCl treatment, as with other antiarrhythmics used to treat life-threatening ventricular arrhythmias, should be carried out in the hospital. Propafenone HCl, like other antiarrhythmic drugs, has not been shown to enhance survival in patients with ventricular or atrial arrhythmias.
DB01185;Fluoxymesterone;breast neoplasms;1;1;NA;367;5618;2908;2099; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"""In the male HALOTESTIN Tablets are indicated for Replacement therapy in conditions associated with symptoms of deficiency or absence of endogenous testosterone. Primary hypogonadism (congenital or acquired) testicular failure due to cryptorchidism, bilateral torsion, orchitis , vanishing testis syndrome"
DB01193;Acebutolol;arrhythmias cardiac;0;1;NA;153;154; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"""HYPERTENSION: Acebutolol hydrochloride capsules are indicated for the management of hypertension in adults. It may be used alone or in combination with other antihypertensive agents, especially thiazide-type diuretics. VENTRICULAR ARRHYTHMIAS: Acebutolol hydrochloride capsules are indicated in the management of ventricular premature beats"
DB01195;Flecainide;arrhythmias cardiac;0;1;0,666667;6331;6329; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;In patients without structural heart disease, Flecainide Acetate Tablets, USP are indicated for the prevention of: paroxysmal supraventricular tachycardias (PSVT), including atrioventricular nodal reentrant tachycardia, atrioventricular reentrant tachycardia and other supraventricular tachycardias of unspecified mechanism associated with disabling symptoms paroxysmal atrial fibrillation/flutter (PAF) associated with disabling symptoms Flecainide Acetate Tablets, USP are also indicated for the prevention of: documented ventricular arrhythmias, such as sustained ventricular tachycardia ( sustained VT), that in the judgment of the physician are life-threatening. Use of Flecainide Acetate Tablets, USP for the treatment of sustained VT, like other antiarrhythmics, should be initiated in the hospital. The use of Flecainide Acetate Tablets, USP is not recommended in patients with less severe ventricular arrhythmias even if the patients are symptomatic. Because of the proarrhythmic effects of Flecainide Acetate Tablets, USP, its use should be reserved for patients in whom, in the opinion of the physician, the benefits of treatment outweigh the risks. Flecainide Acetate Tablets, USP should not be used in patients with recent myocardial infarction. (See Boxed WARNINGS.) Use of Flecainide Acetate Tablets, USP in chronic atrial fibrillation has not been adequately studied and is not recommended. (See Boxed WARNINGS.) As is the case for other antiarrhythmic agents, there is no evidence from controlled trials that the use of Flecainide Acetate Tablets, USP favorably affects survival or the incidence of sudden death.
DB01196;Estramustine;prostatic neoplasms;1;1;1;4130;2100;2099;4133; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;EMCYT Capsules are indicated in the palliative treatment of patients with metastatic and/or progressive carcinoma of the prostate.
DB01200;Bromocriptine;parkinson disease;1;1;NA;1814;146;1816;152;1812;150;1813;151;147;148;3363;1815;3357;3356;3351;3350;3352;3358; ; ; ; ; ; ; ;"""Parlodel (bromocriptine mesylate) is indicated for the treatment of dysfunctions associated with hyperprolactinemia including amenorrhea with or without galactorrhea, infertility or hypogonadism. Parlodel treatment is indicated in patients with prolactin-secreting adenomas, which may be the basic underlying endocrinopathy contributing to the above clinical presentations. Reduction in tumor size has been demonstrated in both male and female patients with macroadenomas. In cases where adenectomy is elected, a course of Parlodel therapy may be used to reduce the tumor mass prior to surgery. Parlodel therapy is indicated in the treatment of acromegaly. Parlodel therapy, alone or as adjunctive therapy with pituitary irradiation or surgery, reduces serum growth hormone by 50% or more in approximately  of patients treated, although not usually to normal levels. Since the effects of external pituitary radiation may not become maximal for several years, adjunctive therapy with Parlodel offers potential benefit before the effects of irradiation are manifested. Parlodel SnapTabs or capsules are indicated in the treatment of the signs and symptoms of idiopathic or postencephalitic Parkinson's disease. As adjunctive treatment to levodopa (alone or with a peripheral decarboxylase inhibitor), Parlodel therapy may provide additional therapeutic benefits in those patients who are currently maintained on optimal dosages of levodopa, those who are beginning to deteriorate (develop tolerance) to levodopa therapy, and those who are experiencing """"end of dose failure'' on levodopa therapy. Parlodel therapy may permit a reduction of the maintenance dose of levodopa and, thus may ameliorate the occurrence and/or severity of adverse reactions associated with long-term levodopa therapy such as abnormal involuntary movements (e.g., dyskinesias) and the marked swings in motor function (""""on-off'' phenomenon). Continued efficacy of Parlodel therapy during treatment of more than 2 years has not been established. Data are insufficient to evaluate potential benefit from treating newly diagnosed Parkinson's disease with Parlodel. Studies have shown, however, significantly more adverse reactions (notably nausea, hallucinations, confusion and hypotension) in Parlodel-treated patients than in levodopa/carbidopa-treated patients. Patients unresponsive to levodopa are poor candidates for Parlodel therapy."""
DB01202;Levetiracetam;epilepsy;0;1;0,8;774;9900; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Levetiracetam tablets are indicated as adjunctive therapy in the treatment of partial onset seizures in adults and children 4 years of age and older with epilepsy.
DB01204;Mitoxantrone;lymphoma non hodgkin;0;0;NA;7153; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;MitoXANTRONE Injection is indicated for reducing neurologic disability and/or the frequency of clinical relapses in patients with secondary (chronic) progressive, progressive relapsing, or worsening relapsing-remitting multiple sclerosis (i.e., patients whose neurologic status is significantly abnormal between relapses). MitoXANTRONE Injection is not indicated in the treatment of patients with primary progressive multiple sclerosis. The clinical patterns of multiple sclerosis in the studies were characterized as follows: secondary progressive and progressive relapsing disease were characterized by gradual increasing disability with or without superimposed clinical relapses, and worsening relapsing-remitting disease was characterized by clinical relapses resulting in a step-wise worsening of disability. MitoXANTRONE Injection in combination with corticosteroids is indicated as initial chemotherapy for the treatment of patients with pain related to advanced hormone-refractory prostate cancer. MitoXANTRONE Injection in combination with other approved drug(s) is indicated in the initial therapy of acute nonlymphocytic leukemia (ANLL) in adults. This category includes myelogenous, promyelocytic, monocytic, and erythroid acute leukemias.
DB01206;Lomustine;kidney neoplasms;0;0;NA;81551; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Lomustine has been shown to be useful as a single agent in addition to other treatment modalities, or in established combination therapy with other approved chemotherapeutic agents in the following: Brain tumorsboth primary and metastatic, in patients who have already received appropriate surgical and/or radiotherapeutic procedures. Hodgkin's disease secondary therapy in combination with other approved drugs in patients who relapse while being treated with primary therapy, or who fail to respond to primary therapy.
DB01216;Finasteride;prostatic neoplasms;0;0;NA;6716;6715; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Finasteride tablets USP are 5-reductase inhibitors indicated for the treatment of male pattern hair loss (androgenetic alopecia) in MEN ONLY ( 1). Finasteride tablets USP are not indicated for use in women ( 1, 4, 5.1).
DB01219;Dantrolene;multiple sclerosis;0;0;0,923077;6261; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;RYANODEX is a skeletal muscle relaxant drug indicated for: Treatment of malignant hyperthermia in conjunction with appropriate supportive measures. (1) Prevention of malignant hyperthermia in patients at high risk. (1)
DB01222;Budesonide;lung diseases;0;0;NA;2908; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;ENTOCORT EC is a glucocorticosteroid indicated for: (1) Treamtment of mild to moderate active Crohns disease involving the ileum and/or the ascending colon. (1.1) Maintenance of clinical remission of mild to moderate Crohns disease involving the ileum and/or the ascending colon for up to 3 months. (1.2)
DB01223;Aminophylline;asthma;1;1;0,7;3066;5139;134; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Theophylline is indicated for the treatment of the symptoms and reversible airflow obstruction associated with chronic asthma and other chronic lung diseases, e.g., emphysema and chronic bronchitis.
DB01224;Quetiapine;dementia;0;0;0,875912;1128;151;152;150;1814;1815;1816;1812;1813;3362;3363;146;147;1133;1132;1131;148;3354;3356;3351;3350;3352;3269;3359;3358;SEROQUEL is an atypical antipsychotic indicated for the: Treatment of schizophrenia (1.1) Adults: Efficacy was established in three 6week clinical trials in patients with schizophrenia ( 14.1 )Adolescents (ages 1317): Efficacy was established in one 6week trial in patients with schizophrenia ( 14.1 ) Acute treatment of manic episodes associated with bipolar I disorder, both as monotherapy and as an adjunct to lithium or divalproex (1.2) Adults: Efficacy was established in two 12week monotherapy trials and in one 3week adjunctive trial in patients with manic episodes associated with bipolar I disorder ( 14.2 )Children and Adolescents (ages 1017): Efficacy was established in one 3week monotherapy trial in patients with manic episodes associated with bipolar I disorder ( 14.2 ) Acute treatment of depressive episodes associated with bipolar disorder (1.2) Adults: Efficacy was established in two 8week trials in patients with bipolar I or II disorder ( 14.2 ) Maintenance treatment of bipolar I disorder as an adjunct to lithium or divalproex (1.2) Adults: Efficacy was established in two maintenance trials in adults ( 14.2 ) SEROQUEL is indicated for the treatment of schizophrenia. The efficacy of SEROQUEL in schizophrenia was established in three 6-week trials in adults and one 6week trial in adolescents (1317 years). The effectiveness of SEROQUEL for the maintenance treatment of schizophrenia has not been systematically evaluated in controlled clinical trials [see Clinical Studies (14.1)]. SEROQUEL is indicated for the acute treatment of manic episodes associated with bipolar I disorder, both as monotherapy and as an adjunct to lithium or divalproex. Efficacy was established in two 12-week monotherapy trials in adults, in one 3-week adjunctive trial in adults, and in one 3-week monotherapy trial in pediatric patients (10-17 years) [see Clinical Studies (14.2)]. SEROQUEL is indicated as monotherapy for the acute treatment of depressive episodes associated with bipolar disorder. Efficacy was established in two 8-week monotherapy trials in adult patients with bipolar I and bipolar II disorder [see Clinical Studies (14.2)]. SEROQUEL is indicated for the maintenance treatment of bipolar I disorder, as an adjunct to lithium or divalproex. Efficacy was established in two maintenance trials in adults. The effectiveness of SEROQUEL as monotherapy for the maintenance treatment of bipolar disorder has not been systematically evaluated in controlled clinical trials [seeClinical Studies (14.2)]. Pediatric schizophrenia and bipolar I disorder are serious mental disorders, however, diagnosis can be challenging. For pediatric schizophrenia, symptom profiles can be variable, and for bipolar I disorder, patients may have variable patterns of periodicity of manic or mixed symptoms. It is recommended that medication therapy for pediatric schizophrenia and bipolar I disorder be initiated only after a thorough diagnostic evaluation has been performed and careful consideration given to the risks associated with medication treatment. Medication treatment for both pediatric schizophrenia and bipolar I disorder is indicated as part of a total treatment program that often includes psychological, educational and social interventions.
DB01225;Enoxaparin;myocardial ischemia;0;1;NA;2159;462; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Enoxaparin Sodium Injection is a low molecular weight heparin [LMWH] indicated for: Prophylaxis of deep vein thrombosis (DVT) in abdominal surgery, hip replacement surgery, knee replacement surgery, or medical patients with severely restricted mobility during acute illness (1.1) Inpatient treatment of acute DVT with or without pulmonary embolism (1.2) Outpatient treatment of acute DVT without pulmonary embolism (1.2) Prophylaxis of ischemic complications of unstable angina and non-Q-wave myocardial infarction [MI] (1.3) Treatment of acute ST-segment elevation myocardial infarction [STEMI] managed medically or with subsequent percutaneous coronary intervention [PCI] (1.4)
DB01234;Dexamethasone;arthritis;0;1;0,571429;301;2908;190;4843; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"""Control of severe or incapacitating allergic conditions intractable to adequate trials of conventional treatment in asthma, atopic dermatitis, contact dermatitis, drug hypersensitivity reactions, perennial or seasonal allergic rhinitis, and serum sickness. Bullous dermatitis herpetiformis, exfoliative erythroderma, mycosis fungoides, pemphigus, and severe erythema multiforme (Stevens-Johnson syndrome). Primary or secondary adrenocortical insufficiency (hydrocortisone or cortisone is the drug of choice"
DB01235;Levodopa;parkinson disease;0;0;0;1814;1815;1816;1812;1813; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
DB01240;Epoprostenol;arteriosclerosis;0;0;NA;5740;64805;5739; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;VELETRI is a prostanoid vasodilator indicated for the treatment of pulmonary arterial hypertension (PAH) (WHO Group 1) to improve exercise capacity. Studies establishing effectiveness included predominantly patients with NYHA Functional Class III-IV symptoms and etiologies of idiopathic or heritable PAH or PAH associated with connective tissue diseases. (1)
DB01248;Docetaxel;breast neoplasms;0;1;0,95082;81027;596; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"""Docetaxel injection concentrate is a microtubule inhibitor indicated for: Breast Cancer (BC): single agent for locally advanced or metastatic BC after chemotherapy failure"
DB01250;Olsalazine;colitis ulcerative;0;1;NA;3458; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Olsalazine is indicated for the maintenance of remission of ulcerative colitis in patients who are intolerant of sulfasalazine.
